sigx1,sigx2,sigh1,sigh2,success_rate
0.4,0.4,3.96,7.92,0.298
4.0,4.0,3.52,7.04,0.832
1.84,1.84,3.44,6.88,0.74
1.36,1.36,3.04,6.08,0.707
2.32,2.32,3.84,7.68,0.772
3.52,3.52,3.12,6.24,0.81
2.44,2.44,3.08,6.16,0.79
1.04,1.04,3.6,7.2,0.604
2.92,2.92,3.48,6.96,0.803
0.52,0.52,3.2,6.4,0.439
1.6,1.6,3.24,6.48,0.721
1.28,1.28,3.8,7.6,0.644
1.48,1.48,4.0,8.0,0.655
0.8,0.8,3.4,6.8,0.507
2.12,2.12,3.64,7.28,0.773
3.4,3.4,3.88,7.76,0.838
3.2,3.2,3.68,7.36,0.815
3.8,3.8,3.32,6.64,0.842
2.68,2.68,3.28,6.56,0.811
0.44,0.44,3.96,7.92,0.343
0.24,0.24,3.76,7.52,0.227
1.88,1.88,3.44,6.88,0.729
1.4,1.4,3.04,6.08,0.686
0.0,0.0,3.56,7.12,0.084
2.36,2.36,3.84,7.68,0.767
2.48,2.48,3.08,6.16,0.804
3.56,3.56,3.12,6.24,0.848
1.08,1.08,3.6,7.2,0.612
2.96,2.96,3.48,6.96,0.799
0.56,0.56,3.2,6.4,0.424
1.64,1.64,3.24,6.48,0.739
0.84,0.84,3.4,6.8,0.54
1.52,1.52,4.0,8.0,0.68
1.32,1.32,3.8,7.6,0.614
3.44,3.44,3.88,7.76,0.821
2.16,2.16,3.64,7.28,0.753
3.24,3.24,3.68,7.36,0.775
2.72,2.72,3.28,6.56,0.802
3.84,3.84,3.32,6.64,0.827
0.48,0.48,3.96,7.92,0.337
1.92,1.92,3.44,6.88,0.764
0.28,0.28,3.76,7.52,0.247
1.44,1.44,3.04,6.08,0.718
0.04,0.04,3.56,7.12,0.116
2.4,2.4,3.84,7.68,0.768
1.12,1.12,3.6,7.2,0.613
2.52,2.52,3.08,6.16,0.801
3.6,3.6,3.12,6.24,0.822
3.0,3.0,3.48,6.96,0.81
0.6,0.6,3.2,6.4,0.467
1.68,1.68,3.24,6.48,0.676
0.88,0.88,3.4,6.8,0.549
3.48,3.48,3.88,7.76,0.823
1.56,1.56,4.0,8.0,0.668
1.36,1.36,3.8,7.6,0.638
2.2,2.2,3.64,7.28,0.744
3.28,3.28,3.68,7.36,0.807
2.76,2.76,3.28,6.56,0.797
3.88,3.88,3.32,6.64,0.838
0.52,0.52,3.96,7.92,0.369
1.96,1.96,3.44,6.88,0.725
0.08,0.08,3.56,7.12,0.137
0.32,0.32,3.76,7.52,0.285
1.48,1.48,3.04,6.08,0.71
2.44,2.44,3.84,7.68,0.783
3.64,3.64,3.12,6.24,0.807
2.56,2.56,3.08,6.16,0.798
1.16,1.16,3.6,7.2,0.617
3.04,3.04,3.48,6.96,0.821
0.64,0.64,3.2,6.4,0.47
1.72,1.72,3.24,6.48,0.751
0.92,0.92,3.4,6.8,0.574
1.6,1.6,4.0,8.0,0.698
3.52,3.52,3.88,7.76,0.839
1.4,1.4,3.8,7.6,0.626
2.24,2.24,3.64,7.28,0.757
3.32,3.32,3.68,7.36,0.818
2.8,2.8,3.28,6.56,0.811
2.0,2.0,3.44,6.88,0.758
3.92,3.92,3.32,6.64,0.836
0.56,0.56,3.96,7.92,0.347
0.12,0.12,3.56,7.12,0.154
0.36,0.36,3.76,7.52,0.295
1.52,1.52,3.04,6.08,0.723
2.48,2.48,3.84,7.68,0.779
2.6,2.6,3.08,6.16,0.821
3.68,3.68,3.12,6.24,0.838
3.08,3.08,3.48,6.96,0.806
1.2,1.2,3.6,7.2,0.639
0.68,0.68,3.2,6.4,0.488
0.96,0.96,3.4,6.8,0.561
1.76,1.76,3.24,6.48,0.743
1.64,1.64,4.0,8.0,0.688
3.56,3.56,3.88,7.76,0.801
1.44,1.44,3.8,7.6,0.676
2.28,2.28,3.64,7.28,0.758
2.84,2.84,3.28,6.56,0.824
3.36,3.36,3.68,7.36,0.809
2.04,2.04,3.44,6.88,0.781
0.16,0.16,3.56,7.12,0.176
3.96,3.96,3.32,6.64,0.83
0.4,0.4,3.76,7.52,0.296
0.6,0.6,3.96,7.92,0.43
1.56,1.56,3.04,6.08,0.743
2.52,2.52,3.84,7.68,0.767
2.64,2.64,3.08,6.16,0.805
3.72,3.72,3.12,6.24,0.821
1.24,1.24,3.6,7.2,0.649
3.12,3.12,3.48,6.96,0.824
0.72,0.72,3.2,6.4,0.52
1.0,1.0,3.4,6.8,0.623
1.68,1.68,4.0,8.0,0.694
1.8,1.8,3.24,6.48,0.744
3.6,3.6,3.88,7.76,0.814
1.48,1.48,3.8,7.6,0.633
2.88,2.88,3.28,6.56,0.796
2.32,2.32,3.64,7.28,0.801
3.4,3.4,3.68,7.36,0.799
2.08,2.08,3.44,6.88,0.788
0.64,0.64,3.96,7.92,0.46
0.2,0.2,3.56,7.12,0.237
4.0,4.0,3.32,6.64,0.825
0.44,0.44,3.76,7.52,0.348
1.6,1.6,3.04,6.08,0.738
2.56,2.56,3.84,7.68,0.767
2.68,2.68,3.08,6.16,0.785
3.76,3.76,3.12,6.24,0.824
1.28,1.28,3.6,7.2,0.627
3.16,3.16,3.48,6.96,0.835
0.76,0.76,3.2,6.4,0.517
1.04,1.04,3.4,6.8,0.589
1.72,1.72,4.0,8.0,0.709
1.84,1.84,3.24,6.48,0.746
3.64,3.64,3.88,7.76,0.816
1.52,1.52,3.8,7.6,0.679
2.92,2.92,3.28,6.56,0.812
2.36,2.36,3.64,7.28,0.786
3.44,3.44,3.68,7.36,0.824
0.24,0.24,3.56,7.12,0.218
2.12,2.12,3.44,6.88,0.755
0.68,0.68,3.96,7.92,0.46
0.0,0.0,3.36,6.72,0.133
0.48,0.48,3.76,7.52,0.368
1.64,1.64,3.04,6.08,0.724
2.6,2.6,3.84,7.68,0.78
2.72,2.72,3.08,6.16,0.835
3.8,3.8,3.12,6.24,0.853
1.32,1.32,3.6,7.2,0.672
3.2,3.2,3.48,6.96,0.819
1.08,1.08,3.4,6.8,0.612
0.8,0.8,3.2,6.4,0.54
1.76,1.76,4.0,8.0,0.714
1.88,1.88,3.24,6.48,0.761
3.68,3.68,3.88,7.76,0.821
1.56,1.56,3.8,7.6,0.661
2.96,2.96,3.28,6.56,0.822
2.4,2.4,3.64,7.28,0.793
3.48,3.48,3.68,7.36,0.812
2.16,2.16,3.44,6.88,0.772
0.28,0.28,3.56,7.12,0.272
0.04,0.04,3.36,6.72,0.126
2.76,2.76,3.08,6.16,0.8
0.72,0.72,3.96,7.92,0.468
1.68,1.68,3.04,6.08,0.754
2.64,2.64,3.84,7.68,0.799
0.52,0.52,3.76,7.52,0.356
3.84,3.84,3.12,6.24,0.831
1.36,1.36,3.6,7.2,0.671
1.12,1.12,3.4,6.8,0.646
0.84,0.84,3.2,6.4,0.569
3.24,3.24,3.48,6.96,0.801
1.8,1.8,4.0,8.0,0.71
1.6,1.6,3.8,7.6,0.654
1.92,1.92,3.24,6.48,0.736
3.72,3.72,3.88,7.76,0.842
2.44,2.44,3.64,7.28,0.775
2.2,2.2,3.44,6.88,0.753
3.0,3.0,3.28,6.56,0.814
3.52,3.52,3.68,7.36,0.81
0.32,0.32,3.56,7.12,0.262
2.8,2.8,3.08,6.16,0.812
0.08,0.08,3.36,6.72,0.15
0.76,0.76,3.96,7.92,0.464
0.56,0.56,3.76,7.52,0.365
1.72,1.72,3.04,6.08,0.745
2.68,2.68,3.84,7.68,0.766
3.88,3.88,3.12,6.24,0.827
1.4,1.4,3.6,7.2,0.663
1.16,1.16,3.4,6.8,0.626
0.88,0.88,3.2,6.4,0.57
3.28,3.28,3.48,6.96,0.827
3.76,3.76,3.88,7.76,0.826
1.84,1.84,4.0,8.0,0.699
1.64,1.64,3.8,7.6,0.691
1.96,1.96,3.24,6.48,0.743
2.84,2.84,3.08,6.16,0.831
2.24,2.24,3.44,6.88,0.776
3.56,3.56,3.68,7.36,0.822
3.04,3.04,3.28,6.56,0.804
2.48,2.48,3.64,7.28,0.772
2.72,2.72,3.84,7.68,0.78
0.8,0.8,3.96,7.92,0.481
0.6,0.6,3.76,7.52,0.412
0.36,0.36,3.56,7.12,0.316
0.12,0.12,3.36,6.72,0.171
3.92,3.92,3.12,6.24,0.838
1.76,1.76,3.04,6.08,0.736
1.44,1.44,3.6,7.2,0.689
0.92,0.92,3.2,6.4,0.572
1.2,1.2,3.4,6.8,0.647
3.8,3.8,3.88,7.76,0.832
3.32,3.32,3.48,6.96,0.817
1.88,1.88,4.0,8.0,0.707
2.0,2.0,3.24,6.48,0.77
1.68,1.68,3.8,7.6,0.706
2.88,2.88,3.08,6.16,0.84
2.52,2.52,3.64,7.28,0.782
3.08,3.08,3.28,6.56,0.828
0.84,0.84,3.96,7.92,0.477
3.6,3.6,3.68,7.36,0.826
2.28,2.28,3.44,6.88,0.75
2.76,2.76,3.84,7.68,0.794
0.4,0.4,3.56,7.12,0.333
0.64,0.64,3.76,7.52,0.429
0.16,0.16,3.36,6.72,0.189
3.96,3.96,3.12,6.24,0.844
1.8,1.8,3.04,6.08,0.767
1.48,1.48,3.6,7.2,0.695
0.96,0.96,3.2,6.4,0.596
1.24,1.24,3.4,6.8,0.679
3.84,3.84,3.88,7.76,0.84
1.92,1.92,4.0,8.0,0.71
2.04,2.04,3.24,6.48,0.751
3.36,3.36,3.48,6.96,0.819
3.12,3.12,3.28,6.56,0.813
1.72,1.72,3.8,7.6,0.723
2.92,2.92,3.08,6.16,0.818
2.56,2.56,3.64,7.28,0.78
0.88,0.88,3.96,7.92,0.545
3.64,3.64,3.68,7.36,0.84
2.8,2.8,3.84,7.68,0.789
0.44,0.44,3.56,7.12,0.353
0.2,0.2,3.36,6.72,0.219
4.0,4.0,3.12,6.24,0.823
2.32,2.32,3.44,6.88,0.782
0.68,0.68,3.76,7.52,0.432
1.84,1.84,3.04,6.08,0.763
1.0,1.0,3.2,6.4,0.623
1.52,1.52,3.6,7.2,0.692
1.96,1.96,4.0,8.0,0.715
3.88,3.88,3.88,7.76,0.833
2.08,2.08,3.24,6.48,0.785
1.28,1.28,3.4,6.8,0.662
3.16,3.16,3.28,6.56,0.829
3.4,3.4,3.48,6.96,0.796
2.96,2.96,3.08,6.16,0.835
1.76,1.76,3.8,7.6,0.7
2.6,2.6,3.64,7.28,0.776
0.92,0.92,3.96,7.92,0.553
3.68,3.68,3.68,7.36,0.823
2.84,2.84,3.84,7.68,0.792
0.48,0.48,3.56,7.12,0.378
0.24,0.24,3.36,6.72,0.269
2.36,2.36,3.44,6.88,0.777
0.0,0.0,3.16,6.32,0.106
1.88,1.88,3.04,6.08,0.779
0.72,0.72,3.76,7.52,0.485
1.04,1.04,3.2,6.4,0.62
1.56,1.56,3.6,7.2,0.689
2.0,2.0,4.0,8.0,0.734
3.92,3.92,3.88,7.76,0.809
1.32,1.32,3.4,6.8,0.678
2.12,2.12,3.24,6.48,0.76
3.44,3.44,3.48,6.96,0.819
3.0,3.0,3.08,6.16,0.833
3.2,3.2,3.28,6.56,0.779
2.64,2.64,3.64,7.28,0.802
1.8,1.8,3.8,7.6,0.742
2.88,2.88,3.84,7.68,0.797
0.96,0.96,3.96,7.92,0.521
3.72,3.72,3.68,7.36,0.829
0.52,0.52,3.56,7.12,0.39
2.4,2.4,3.44,6.88,0.788
0.28,0.28,3.36,6.72,0.267
0.76,0.76,3.76,7.52,0.487
1.92,1.92,3.04,6.08,0.757
0.04,0.04,3.16,6.32,0.104
1.08,1.08,3.2,6.4,0.669
1.6,1.6,3.6,7.2,0.703
2.04,2.04,4.0,8.0,0.741
3.96,3.96,3.88,7.76,0.831
2.16,2.16,3.24,6.48,0.782
1.36,1.36,3.4,6.8,0.667
3.04,3.04,3.08,6.16,0.834
3.24,3.24,3.28,6.56,0.828
2.68,2.68,3.64,7.28,0.786
3.48,3.48,3.48,6.96,0.828
1.84,1.84,3.8,7.6,0.695
2.92,2.92,3.84,7.68,0.79
3.76,3.76,3.68,7.36,0.827
1.0,1.0,3.96,7.92,0.56
0.56,0.56,3.56,7.12,0.397
2.44,2.44,3.44,6.88,0.788
0.32,0.32,3.36,6.72,0.279
0.8,0.8,3.76,7.52,0.52
1.96,1.96,3.04,6.08,0.758
0.08,0.08,3.16,6.32,0.155
1.12,1.12,3.2,6.4,0.654
4.0,4.0,3.88,7.76,0.829
1.64,1.64,3.6,7.2,0.689
2.08,2.08,4.0,8.0,0.75
2.2,2.2,3.24,6.48,0.778
1.4,1.4,3.4,6.8,0.691
3.28,3.28,3.28,6.56,0.837
3.52,3.52,3.48,6.96,0.827
3.08,3.08,3.08,6.16,0.816
2.72,2.72,3.64,7.28,0.781
1.88,1.88,3.8,7.6,0.706
2.96,2.96,3.84,7.68,0.775
1.04,1.04,3.96,7.92,0.549
3.8,3.8,3.68,7.36,0.84
0.6,0.6,3.56,7.12,0.433
2.48,2.48,3.44,6.88,0.777
0.36,0.36,3.36,6.72,0.31
2.0,2.0,3.04,6.08,0.788
0.84,0.84,3.76,7.52,0.5
0.12,0.12,3.16,6.32,0.192
2.12,2.12,4.0,8.0,0.74
1.68,1.68,3.6,7.2,0.726
0.0,0.0,3.92,7.84,0.091
1.16,1.16,3.2,6.4,0.635
2.24,2.24,3.24,6.48,0.807
3.12,3.12,3.08,6.16,0.819
1.44,1.44,3.4,6.8,0.695
3.32,3.32,3.28,6.56,0.827
3.56,3.56,3.48,6.96,0.806
2.76,2.76,3.64,7.28,0.79
3.84,3.84,3.68,7.36,0.827
1.92,1.92,3.8,7.6,0.707
0.64,0.64,3.56,7.12,0.422
0.4,0.4,3.36,6.72,0.328
1.08,1.08,3.96,7.92,0.575
3.0,3.0,3.84,7.68,0.795
2.52,2.52,3.44,6.88,0.786
2.04,2.04,3.04,6.08,0.788
0.88,0.88,3.76,7.52,0.542
0.16,0.16,3.16,6.32,0.205
2.16,2.16,4.0,8.0,0.727
0.04,0.04,3.92,7.84,0.119
1.2,1.2,3.2,6.4,0.634
1.72,1.72,3.6,7.2,0.708
3.16,3.16,3.08,6.16,0.818
2.28,2.28,3.24,6.48,0.79
1.48,1.48,3.4,6.8,0.677
3.36,3.36,3.28,6.56,0.831
3.6,3.6,3.48,6.96,0.843
2.8,2.8,3.64,7.28,0.828
0.68,0.68,3.56,7.12,0.493
3.88,3.88,3.68,7.36,0.832
1.96,1.96,3.8,7.6,0.711
2.08,2.08,3.04,6.08,0.781
0.44,0.44,3.36,6.72,0.342
1.12,1.12,3.96,7.92,0.575
0.92,0.92,3.76,7.52,0.557
3.04,3.04,3.84,7.68,0.783
0.2,0.2,3.16,6.32,0.213
2.56,2.56,3.44,6.88,0.781
2.32,2.32,3.24,6.48,0.783
1.76,1.76,3.6,7.2,0.717
0.08,0.08,3.92,7.84,0.14
2.2,2.2,4.0,8.0,0.758
3.2,3.2,3.08,6.16,0.826
1.24,1.24,3.2,6.4,0.68
1.52,1.52,3.4,6.8,0.703
3.64,3.64,3.48,6.96,0.834
2.84,2.84,3.64,7.28,0.809
3.4,3.4,3.28,6.56,0.812
0.72,0.72,3.56,7.12,0.466
2.0,2.0,3.8,7.6,0.73
1.16,1.16,3.96,7.92,0.598
3.92,3.92,3.68,7.36,0.816
0.48,0.48,3.36,6.72,0.404
2.12,2.12,3.04,6.08,0.805
3.08,3.08,3.84,7.68,0.798
0.24,0.24,3.16,6.32,0.22
0.96,0.96,3.76,7.52,0.554
2.6,2.6,3.44,6.88,0.799
1.8,1.8,3.6,7.2,0.713
2.36,2.36,3.24,6.48,0.787
3.24,3.24,3.08,6.16,0.813
0.12,0.12,3.92,7.84,0.159
1.56,1.56,3.4,6.8,0.712
1.28,1.28,3.2,6.4,0.662
2.24,2.24,4.0,8.0,0.736
3.68,3.68,3.48,6.96,0.841
2.88,2.88,3.64,7.28,0.78
3.44,3.44,3.28,6.56,0.815
1.2,1.2,3.96,7.92,0.589
0.76,0.76,3.56,7.12,0.497
3.96,3.96,3.68,7.36,0.823
2.04,2.04,3.8,7.6,0.75
0.52,0.52,3.36,6.72,0.417
1.0,1.0,3.76,7.52,0.563
2.16,2.16,3.04,6.08,0.752
3.12,3.12,3.84,7.68,0.792
0.28,0.28,3.16,6.32,0.271
2.64,2.64,3.44,6.88,0.806
1.84,1.84,3.6,7.2,0.721
3.28,3.28,3.08,6.16,0.845
2.4,2.4,3.24,6.48,0.801
0.16,0.16,3.92,7.84,0.184
1.6,1.6,3.4,6.8,0.729
2.92,2.92,3.64,7.28,0.808
1.32,1.32,3.2,6.4,0.688
3.72,3.72,3.48,6.96,0.818
2.28,2.28,4.0,8.0,0.749
2.08,2.08,3.8,7.6,0.748
0.8,0.8,3.56,7.12,0.51
1.24,1.24,3.96,7.92,0.602
3.48,3.48,3.28,6.56,0.827
2.68,2.68,3.44,6.88,0.783
1.04,1.04,3.76,7.52,0.587
0.56,0.56,3.36,6.72,0.428
2.2,2.2,3.04,6.08,0.807
4.0,4.0,3.68,7.36,0.844
0.32,0.32,3.16,6.32,0.301
3.16,3.16,3.84,7.68,0.799
1.88,1.88,3.6,7.2,0.748
3.32,3.32,3.08,6.16,0.86
2.44,2.44,3.24,6.48,0.798
0.2,0.2,3.92,7.84,0.212
2.96,2.96,3.64,7.28,0.796
1.64,1.64,3.4,6.8,0.715
3.76,3.76,3.48,6.96,0.812
2.32,2.32,4.0,8.0,0.737
1.36,1.36,3.2,6.4,0.683
0.84,0.84,3.56,7.12,0.551
1.28,1.28,3.96,7.92,0.61
2.12,2.12,3.8,7.6,0.741
0.6,0.6,3.36,6.72,0.475
1.08,1.08,3.76,7.52,0.593
2.72,2.72,3.44,6.88,0.801
3.52,3.52,3.28,6.56,0.821
0.0,0.0,3.72,7.44,0.08
0.36,0.36,3.16,6.32,0.359
2.24,2.24,3.04,6.08,0.778
3.2,3.2,3.84,7.68,0.804
1.92,1.92,3.6,7.2,0.725
3.36,3.36,3.08,6.16,0.83
2.48,2.48,3.24,6.48,0.779
0.24,0.24,3.92,7.84,0.215
3.0,3.0,3.64,7.28,0.805
1.68,1.68,3.4,6.8,0.716
0.88,0.88,3.56,7.12,0.539
3.8,3.8,3.48,6.96,0.823
2.36,2.36,4.0,8.0,0.749
1.4,1.4,3.2,6.4,0.669
1.32,1.32,3.96,7.92,0.625
2.16,2.16,3.8,7.6,0.762
0.64,0.64,3.36,6.72,0.493
2.28,2.28,3.04,6.08,0.771
2.76,2.76,3.44,6.88,0.798
1.12,1.12,3.76,7.52,0.602
3.56,3.56,3.28,6.56,0.827
0.04,0.04,3.72,7.44,0.125
0.4,0.4,3.16,6.32,0.349
3.24,3.24,3.84,7.68,0.788
3.4,3.4,3.08,6.16,0.836
0.28,0.28,3.92,7.84,0.249
1.96,1.96,3.6,7.2,0.747
2.52,2.52,3.24,6.48,0.806
3.04,3.04,3.64,7.28,0.795
0.92,0.92,3.56,7.12,0.542
3.84,3.84,3.48,6.96,0.839
1.72,1.72,3.4,6.8,0.717
2.4,2.4,4.0,8.0,0.755
1.44,1.44,3.2,6.4,0.703
1.36,1.36,3.96,7.92,0.633
2.2,2.2,3.8,7.6,0.748
0.68,0.68,3.36,6.72,0.455
2.32,2.32,3.04,6.08,0.8
2.8,2.8,3.44,6.88,0.822
3.6,3.6,3.28,6.56,0.82
1.16,1.16,3.76,7.52,0.599
0.08,0.08,3.72,7.44,0.116
0.44,0.44,3.16,6.32,0.385
3.44,3.44,3.08,6.16,0.813
2.56,2.56,3.24,6.48,0.779
0.32,0.32,3.92,7.84,0.276
3.28,3.28,3.84,7.68,0.818
2.0,2.0,3.6,7.2,0.766
3.08,3.08,3.64,7.28,0.825
0.96,0.96,3.56,7.12,0.543
3.88,3.88,3.48,6.96,0.833
2.44,2.44,4.0,8.0,0.767
1.76,1.76,3.4,6.8,0.705
0.72,0.72,3.36,6.72,0.502
1.48,1.48,3.2,6.4,0.693
1.4,1.4,3.96,7.92,0.638
3.64,3.64,3.28,6.56,0.831
2.24,2.24,3.8,7.6,0.779
2.84,2.84,3.44,6.88,0.785
2.36,2.36,3.04,6.08,0.785
0.12,0.12,3.72,7.44,0.159
1.2,1.2,3.76,7.52,0.612
0.48,0.48,3.16,6.32,0.371
2.6,2.6,3.24,6.48,0.799
3.48,3.48,3.08,6.16,0.844
0.36,0.36,3.92,7.84,0.29
3.32,3.32,3.84,7.68,0.81
2.04,2.04,3.6,7.2,0.765
2.48,2.48,4.0,8.0,0.774
3.12,3.12,3.64,7.28,0.801
1.0,1.0,3.56,7.12,0.587
1.8,1.8,3.4,6.8,0.736
3.92,3.92,3.48,6.96,0.832
2.28,2.28,3.8,7.6,0.742
0.76,0.76,3.36,6.72,0.51
1.44,1.44,3.96,7.92,0.658
1.52,1.52,3.2,6.4,0.724
3.68,3.68,3.28,6.56,0.845
2.88,2.88,3.44,6.88,0.818
2.4,2.4,3.04,6.08,0.797
0.16,0.16,3.72,7.44,0.171
0.52,0.52,3.16,6.32,0.411
1.24,1.24,3.76,7.52,0.619
2.64,2.64,3.24,6.48,0.809
3.52,3.52,3.08,6.16,0.838
3.36,3.36,3.84,7.68,0.817
0.4,0.4,3.92,7.84,0.292
2.08,2.08,3.6,7.2,0.739
3.16,3.16,3.64,7.28,0.808
2.52,2.52,4.0,8.0,0.776
1.04,1.04,3.56,7.12,0.599
3.96,3.96,3.48,6.96,0.829
1.84,1.84,3.4,6.8,0.767
1.56,1.56,3.2,6.4,0.709
0.8,0.8,3.36,6.72,0.538
2.32,2.32,3.8,7.6,0.735
1.48,1.48,3.96,7.92,0.659
3.72,3.72,3.28,6.56,0.829
2.92,2.92,3.44,6.88,0.854
2.44,2.44,3.04,6.08,0.799
0.2,0.2,3.72,7.44,0.201
0.56,0.56,3.16,6.32,0.458
1.28,1.28,3.76,7.52,0.62
0.44,0.44,3.92,7.84,0.33
2.68,2.68,3.24,6.48,0.805
3.56,3.56,3.08,6.16,0.849
2.12,2.12,3.6,7.2,0.757
3.4,3.4,3.84,7.68,0.812
3.2,3.2,3.64,7.28,0.813
2.56,2.56,4.0,8.0,0.795
1.08,1.08,3.56,7.12,0.609
4.0,4.0,3.48,6.96,0.832
1.88,1.88,3.4,6.8,0.765
0.84,0.84,3.36,6.72,0.539
2.36,2.36,3.8,7.6,0.794
1.6,1.6,3.2,6.4,0.745
2.96,2.96,3.44,6.88,0.809
1.52,1.52,3.96,7.92,0.633
3.76,3.76,3.28,6.56,0.817
2.48,2.48,3.04,6.08,0.811
0.24,0.24,3.72,7.44,0.238
1.32,1.32,3.76,7.52,0.615
0.6,0.6,3.16,6.32,0.46
2.72,2.72,3.24,6.48,0.792
0.48,0.48,3.92,7.84,0.365
3.6,3.6,3.08,6.16,0.839
2.16,2.16,3.6,7.2,0.754
3.44,3.44,3.84,7.68,0.83
2.6,2.6,4.0,8.0,0.781
3.24,3.24,3.64,7.28,0.802
1.12,1.12,3.56,7.12,0.635
0.0,0.0,3.52,7.04,0.108
1.92,1.92,3.4,6.8,0.769
0.88,0.88,3.36,6.72,0.561
2.4,2.4,3.8,7.6,0.771
3.8,3.8,3.28,6.56,0.841
1.64,1.64,3.2,6.4,0.723
2.52,2.52,3.04,6.08,0.824
0.28,0.28,3.72,7.44,0.225
3.0,3.0,3.44,6.88,0.828
1.56,1.56,3.96,7.92,0.671
2.76,2.76,3.24,6.48,0.791
1.36,1.36,3.76,7.52,0.678
0.64,0.64,3.16,6.32,0.523
0.52,0.52,3.92,7.84,0.358
3.64,3.64,3.08,6.16,0.816
2.2,2.2,3.6,7.2,0.769
3.48,3.48,3.84,7.68,0.809
3.28,3.28,3.64,7.28,0.801
1.96,1.96,3.4,6.8,0.758
2.64,2.64,4.0,8.0,0.784
1.16,1.16,3.56,7.12,0.635
0.04,0.04,3.52,7.04,0.116
2.44,2.44,3.8,7.6,0.788
0.32,0.32,3.72,7.44,0.261
0.92,0.92,3.36,6.72,0.546
2.56,2.56,3.04,6.08,0.805
3.84,3.84,3.28,6.56,0.843
1.6,1.6,3.96,7.92,0.664
1.68,1.68,3.2,6.4,0.74
3.04,3.04,3.44,6.88,0.825
1.4,1.4,3.76,7.52,0.68
3.68,3.68,3.08,6.16,0.846
2.8,2.8,3.24,6.48,0.822
0.68,0.68,3.16,6.32,0.509
0.56,0.56,3.92,7.84,0.391
3.52,3.52,3.84,7.68,0.802
2.24,2.24,3.6,7.2,0.769
3.32,3.32,3.64,7.28,0.83
2.0,2.0,3.4,6.8,0.731
2.68,2.68,4.0,8.0,0.759
0.08,0.08,3.52,7.04,0.145
0.36,0.36,3.72,7.44,0.303
1.2,1.2,3.56,7.12,0.632
0.96,0.96,3.36,6.72,0.593
2.48,2.48,3.8,7.6,0.761
2.6,2.6,3.04,6.08,0.801
3.88,3.88,3.28,6.56,0.842
1.72,1.72,3.2,6.4,0.733
1.64,1.64,3.96,7.92,0.679
3.08,3.08,3.44,6.88,0.8
3.72,3.72,3.08,6.16,0.87
1.44,1.44,3.76,7.52,0.663
2.84,2.84,3.24,6.48,0.82
0.72,0.72,3.16,6.32,0.504
0.6,0.6,3.92,7.84,0.403
3.56,3.56,3.84,7.68,0.798
2.28,2.28,3.6,7.2,0.756
3.36,3.36,3.64,7.28,0.797
2.04,2.04,3.4,6.8,0.73
1.24,1.24,3.56,7.12,0.666
2.72,2.72,4.0,8.0,0.739
0.4,0.4,3.72,7.44,0.329
0.12,0.12,3.52,7.04,0.167
2.52,2.52,3.8,7.6,0.774
1.0,1.0,3.36,6.72,0.596
3.92,3.92,3.28,6.56,0.827
1.68,1.68,3.96,7.92,0.702
2.64,2.64,3.04,6.08,0.809
1.76,1.76,3.2,6.4,0.735
3.76,3.76,3.08,6.16,0.836
3.12,3.12,3.44,6.88,0.812
0.76,0.76,3.16,6.32,0.537
1.48,1.48,3.76,7.52,0.664
2.88,2.88,3.24,6.48,0.811
0.64,0.64,3.92,7.84,0.408
2.08,2.08,3.4,6.8,0.758
2.32,2.32,3.6,7.2,0.801
3.6,3.6,3.84,7.68,0.797
3.4,3.4,3.64,7.28,0.811
1.28,1.28,3.56,7.12,0.629
2.76,2.76,4.0,8.0,0.781
1.04,1.04,3.36,6.72,0.588
0.16,0.16,3.52,7.04,0.187
2.56,2.56,3.8,7.6,0.778
0.44,0.44,3.72,7.44,0.324
2.68,2.68,3.04,6.08,0.81
3.96,3.96,3.28,6.56,0.859
1.72,1.72,3.96,7.92,0.707
1.8,1.8,3.2,6.4,0.751
3.8,3.8,3.08,6.16,0.845
3.16,3.16,3.44,6.88,0.78
0.68,0.68,3.92,7.84,0.454
0.8,0.8,3.16,6.32,0.534
2.92,2.92,3.24,6.48,0.806
1.52,1.52,3.76,7.52,0.681
3.64,3.64,3.84,7.68,0.821
2.12,2.12,3.4,6.8,0.748
2.36,2.36,3.6,7.2,0.787
3.44,3.44,3.64,7.28,0.808
0.2,0.2,3.52,7.04,0.207
1.32,1.32,3.56,7.12,0.643
2.8,2.8,4.0,8.0,0.799
1.08,1.08,3.36,6.72,0.622
2.6,2.6,3.8,7.6,0.801
0.48,0.48,3.72,7.44,0.344
2.72,2.72,3.04,6.08,0.833
4.0,4.0,3.28,6.56,0.845
1.76,1.76,3.96,7.92,0.698
1.84,1.84,3.2,6.4,0.761
3.84,3.84,3.08,6.16,0.827
0.84,0.84,3.16,6.32,0.565
3.2,3.2,3.44,6.88,0.826
0.72,0.72,3.92,7.84,0.462
2.96,2.96,3.24,6.48,0.805
1.56,1.56,3.76,7.52,0.676
3.68,3.68,3.84,7.68,0.816
2.16,2.16,3.4,6.8,0.75
2.4,2.4,3.6,7.2,0.781
3.48,3.48,3.64,7.28,0.806
1.36,1.36,3.56,7.12,0.669
1.12,1.12,3.36,6.72,0.616
0.24,0.24,3.52,7.04,0.223
2.76,2.76,3.04,6.08,0.803
0.52,0.52,3.72,7.44,0.371
