$\sigma_{x_1}$,$\sigma_{x_2}$,$\sigma_{h_1}$,$\sigma_{h_2}$,success_rate
2.44,2.44,3.64,5.640000000000001,0.798
0.64,0.64,3.96,5.96,0.452
3.0,3.0,3.28,5.279999999999999,0.825
1.52,1.52,3.8,5.8,0.725
1.96,1.96,3.24,5.24,0.744
3.48,3.48,3.68,5.68,0.838
3.24,3.24,3.48,5.48,0.848
0.08,0.08,3.36,5.359999999999999,0.161
0.2,0.2,3.56,5.5600000000000005,0.216
0.48,0.48,3.76,5.76,0.36
1.4,1.4,3.6,5.6,0.725
3.8,3.8,3.88,5.88,0.865
0.04,0.04,3.16,5.16,0.121
2.92,2.92,3.08,5.08,0.836
1.68,1.68,4.0,6.0,0.718
1.8,1.8,3.04,5.04,0.775
2.56,2.56,3.84,5.84,0.793
2.12,2.12,3.44,5.4399999999999995,0.777
2.48,2.48,3.64,5.640000000000001,0.775
1.0,1.0,3.2,5.2,0.635
1.16,1.16,3.4,5.4,0.663
2.0,2.0,3.24,5.24,0.786
3.04,3.04,3.28,5.279999999999999,0.821
0.68,0.68,3.96,5.96,0.479
0.12,0.12,3.36,5.359999999999999,0.175
1.56,1.56,3.8,5.8,0.697
3.52,3.52,3.68,5.68,0.831
3.28,3.28,3.48,5.48,0.832
0.24,0.24,3.56,5.5600000000000005,0.24
0.52,0.52,3.76,5.76,0.424
0.08,0.08,3.16,5.16,0.167
1.44,1.44,3.6,5.6,0.707
2.96,2.96,3.08,5.08,0.822
1.84,1.84,3.04,5.04,0.785
3.84,3.84,3.88,5.88,0.837
1.2,1.2,3.4,5.4,0.653
2.16,2.16,3.44,5.4399999999999995,0.784
2.04,2.04,3.24,5.24,0.798
1.72,1.72,4.0,6.0,0.723
2.6,2.6,3.84,5.84,0.795
1.04,1.04,3.2,5.2,0.63
2.52,2.52,3.64,5.640000000000001,0.814
0.16,0.16,3.36,5.359999999999999,0.19
0.28,0.28,3.56,5.5600000000000005,0.249
0.56,0.56,3.76,5.76,0.405
3.08,3.08,3.28,5.279999999999999,0.83
0.72,0.72,3.96,5.96,0.49
3.0,3.0,3.08,5.08,0.809
1.6,1.6,3.8,5.8,0.7
3.56,3.56,3.68,5.68,0.835
1.48,1.48,3.6,5.6,0.673
3.32,3.32,3.48,5.48,0.841
0.12,0.12,3.16,5.16,0.168
3.88,3.88,3.88,5.88,0.842
1.08,1.08,3.2,5.2,0.63
1.88,1.88,3.04,5.04,0.787
2.2,2.2,3.44,5.4399999999999995,0.774
1.24,1.24,3.4,5.4,0.684
2.64,2.64,3.84,5.84,0.795
1.76,1.76,4.0,6.0,0.708
2.08,2.08,3.24,5.24,0.776
2.56,2.56,3.64,5.640000000000001,0.802
0.32,0.32,3.56,5.5600000000000005,0.291
0.2,0.2,3.36,5.359999999999999,0.256
0.6,0.6,3.76,5.76,0.451
3.12,3.12,3.28,5.279999999999999,0.82
1.52,1.52,3.6,5.6,0.715
0.76,0.76,3.96,5.96,0.518
3.04,3.04,3.08,5.08,0.855
1.64,1.64,3.8,5.8,0.721
0.16,0.16,3.16,5.16,0.194
3.92,3.92,3.88,5.88,0.862
3.36,3.36,3.48,5.48,0.81
3.6,3.6,3.68,5.68,0.872
1.92,1.92,3.04,5.04,0.781
1.12,1.12,3.2,5.2,0.636
2.68,2.68,3.84,5.84,0.804
2.6,2.6,3.64,5.640000000000001,0.808
2.12,2.12,3.24,5.24,0.793
1.28,1.28,3.4,5.4,0.672
2.24,2.24,3.44,5.4399999999999995,0.778
0.64,0.64,3.76,5.76,0.468
1.8,1.8,4.0,6.0,0.715
3.16,3.16,3.28,5.279999999999999,0.846
0.36,0.36,3.56,5.5600000000000005,0.297
3.08,3.08,3.08,5.08,0.823
0.24,0.24,3.36,5.359999999999999,0.276
0.8,0.8,3.96,5.96,0.524
1.56,1.56,3.6,5.6,0.695
1.68,1.68,3.8,5.8,0.715
3.4,3.4,3.48,5.48,0.844
3.96,3.96,3.88,5.88,0.836
0.2,0.2,3.16,5.16,0.224
2.64,2.64,3.64,5.640000000000001,0.806
3.64,3.64,3.68,5.68,0.831
0.68,0.68,3.76,5.76,0.469
1.84,1.84,4.0,6.0,0.733
2.72,2.72,3.84,5.84,0.793
2.16,2.16,3.24,5.24,0.789
1.96,1.96,3.04,5.04,0.791
2.28,2.28,3.44,5.4399999999999995,0.808
1.16,1.16,3.2,5.2,0.659
3.2,3.2,3.28,5.279999999999999,0.841
1.32,1.32,3.4,5.4,0.694
0.84,0.84,3.96,5.96,0.524
3.12,3.12,3.08,5.08,0.839
1.6,1.6,3.6,5.6,0.725
3.44,3.44,3.48,5.48,0.852
0.4,0.4,3.56,5.5600000000000005,0.331
1.72,1.72,3.8,5.8,0.74
0.28,0.28,3.36,5.359999999999999,0.283
4.0,4.0,3.88,5.88,0.835
1.88,1.88,4.0,6.0,0.744
2.2,2.2,3.24,5.24,0.809
2.68,2.68,3.64,5.640000000000001,0.83
3.16,3.16,3.08,5.08,0.836
0.24,0.24,3.16,5.16,0.267
0.72,0.72,3.76,5.76,0.495
2.0,2.0,3.04,5.04,0.776
2.32,2.32,3.44,5.4399999999999995,0.815
3.24,3.24,3.28,5.279999999999999,0.812
3.68,3.68,3.68,5.68,0.823
1.36,1.36,3.4,5.4,0.667
2.76,2.76,3.84,5.84,0.815
1.64,1.64,3.6,5.6,0.725
0.88,0.88,3.96,5.96,0.54
3.48,3.48,3.48,5.48,0.832
1.2,1.2,3.2,5.2,0.676
0.44,0.44,3.56,5.5600000000000005,0.346
1.76,1.76,3.8,5.8,0.753
0.32,0.32,3.36,5.359999999999999,0.303
1.92,1.92,4.0,6.0,0.74
0.0,0.0,3.92,5.92,0.099
2.04,2.04,3.04,5.04,0.779
3.2,3.2,3.08,5.08,0.846
2.72,2.72,3.64,5.640000000000001,0.805
0.28,0.28,3.16,5.16,0.303
2.24,2.24,3.24,5.24,0.808
2.36,2.36,3.44,5.4399999999999995,0.801
1.68,1.68,3.6,5.6,0.728
0.76,0.76,3.76,5.76,0.519
2.8,2.8,3.84,5.84,0.809
1.4,1.4,3.4,5.4,0.712
0.92,0.92,3.96,5.96,0.561
3.28,3.28,3.28,5.279999999999999,0.839
3.52,3.52,3.48,5.48,0.851
3.72,3.72,3.68,5.68,0.853
0.48,0.48,3.56,5.5600000000000005,0.389
1.24,1.24,3.2,5.2,0.708
0.36,0.36,3.36,5.359999999999999,0.338
1.8,1.8,3.8,5.8,0.751
1.96,1.96,4.0,6.0,0.768
0.04,0.04,3.92,5.92,0.132
2.08,2.08,3.04,5.04,0.773
3.24,3.24,3.08,5.08,0.84
2.76,2.76,3.64,5.640000000000001,0.821
0.32,0.32,3.16,5.16,0.316
1.72,1.72,3.6,5.6,0.715
0.8,0.8,3.76,5.76,0.509
2.28,2.28,3.24,5.24,0.799
0.96,0.96,3.96,5.96,0.59
3.56,3.56,3.48,5.48,0.84
2.84,2.84,3.84,5.84,0.805
3.32,3.32,3.28,5.279999999999999,0.853
2.4,2.4,3.44,5.4399999999999995,0.801
0.52,0.52,3.56,5.5600000000000005,0.44
1.44,1.44,3.4,5.4,0.702
0.4,0.4,3.36,5.359999999999999,0.365
1.28,1.28,3.2,5.2,0.684
3.76,3.76,3.68,5.68,0.852
1.84,1.84,3.8,5.8,0.761
2.8,2.8,3.64,5.640000000000001,0.812
0.08,0.08,3.92,5.92,0.152
2.0,2.0,4.0,6.0,0.755
3.28,3.28,3.08,5.08,0.832
1.76,1.76,3.6,5.6,0.737
0.84,0.84,3.76,5.76,0.545
0.36,0.36,3.16,5.16,0.34
3.6,3.6,3.48,5.48,0.832
2.12,2.12,3.04,5.04,0.799
2.32,2.32,3.24,5.24,0.827
0.56,0.56,3.56,5.5600000000000005,0.421
1.48,1.48,3.4,5.4,0.728
3.36,3.36,3.28,5.279999999999999,0.854
0.44,0.44,3.36,5.359999999999999,0.402
2.88,2.88,3.84,5.84,0.817
1.0,1.0,3.96,5.96,0.59
0.12,0.12,3.92,5.92,0.149
2.44,2.44,3.44,5.4399999999999995,0.803
3.8,3.8,3.68,5.68,0.85
1.32,1.32,3.2,5.2,0.711
1.88,1.88,3.8,5.8,0.713
3.32,3.32,3.08,5.08,0.839
2.04,2.04,4.0,6.0,0.754
2.84,2.84,3.64,5.640000000000001,0.831
1.8,1.8,3.6,5.6,0.725
3.64,3.64,3.48,5.48,0.847
0.88,0.88,3.76,5.76,0.553
0.4,0.4,3.16,5.16,0.368
1.52,1.52,3.4,5.4,0.729
0.6,0.6,3.56,5.5600000000000005,0.459
2.16,2.16,3.04,5.04,0.788
3.4,3.4,3.28,5.279999999999999,0.85
2.36,2.36,3.24,5.24,0.801
2.48,2.48,3.44,5.4399999999999995,0.799
0.16,0.16,3.92,5.92,0.196
1.04,1.04,3.96,5.96,0.593
3.84,3.84,3.68,5.68,0.835
1.36,1.36,3.2,5.2,0.725
2.92,2.92,3.84,5.84,0.803
0.48,0.48,3.36,5.359999999999999,0.381
1.92,1.92,3.8,5.8,0.763
2.08,2.08,4.0,6.0,0.742
3.36,3.36,3.08,5.08,0.821
0.92,0.92,3.76,5.76,0.554
1.84,1.84,3.6,5.6,0.746
3.68,3.68,3.48,5.48,0.833
0.44,0.44,3.16,5.16,0.408
2.88,2.88,3.64,5.640000000000001,0.811
3.44,3.44,3.28,5.279999999999999,0.848
2.52,2.52,3.44,5.4399999999999995,0.797
1.56,1.56,3.4,5.4,0.72
2.4,2.4,3.24,5.24,0.812
0.64,0.64,3.56,5.5600000000000005,0.512
3.88,3.88,3.68,5.68,0.842
2.2,2.2,3.04,5.04,0.797
0.2,0.2,3.92,5.92,0.21
1.96,1.96,3.8,5.8,0.723
1.08,1.08,3.96,5.96,0.616
1.4,1.4,3.2,5.2,0.716
2.96,2.96,3.84,5.84,0.84
2.12,2.12,4.0,6.0,0.754
1.88,1.88,3.6,5.6,0.747
0.52,0.52,3.36,5.359999999999999,0.441
3.72,3.72,3.48,5.48,0.84
0.48,0.48,3.16,5.16,0.427
2.56,2.56,3.44,5.4399999999999995,0.817
0.96,0.96,3.76,5.76,0.598
3.4,3.4,3.08,5.08,0.823
2.92,2.92,3.64,5.640000000000001,0.828
1.6,1.6,3.4,5.4,0.706
3.48,3.48,3.28,5.279999999999999,0.818
2.0,2.0,3.8,5.8,0.751
2.24,2.24,3.04,5.04,0.8
0.68,0.68,3.56,5.5600000000000005,0.511
2.44,2.44,3.24,5.24,0.811
3.92,3.92,3.68,5.68,0.846
1.12,1.12,3.96,5.96,0.602
2.16,2.16,4.0,6.0,0.778
1.44,1.44,3.2,5.2,0.738
0.24,0.24,3.92,5.92,0.237
1.92,1.92,3.6,5.6,0.771
3.0,3.0,3.84,5.84,0.818
0.56,0.56,3.36,5.359999999999999,0.457
3.76,3.76,3.48,5.48,0.838
1.64,1.64,3.4,5.4,0.743
2.6,2.6,3.44,5.4399999999999995,0.787
2.96,2.96,3.64,5.640000000000001,0.825
0.52,0.52,3.16,5.16,0.426
1.0,1.0,3.76,5.76,0.576
3.52,3.52,3.28,5.279999999999999,0.851
2.04,2.04,3.8,5.8,0.741
0.72,0.72,3.56,5.5600000000000005,0.515
3.44,3.44,3.08,5.08,0.843
1.48,1.48,3.2,5.2,0.732
2.2,2.2,4.0,6.0,0.751
3.96,3.96,3.68,5.68,0.841
2.28,2.28,3.04,5.04,0.81
1.16,1.16,3.96,5.96,0.645
2.48,2.48,3.24,5.24,0.821
3.04,3.04,3.84,5.84,0.828
1.96,1.96,3.6,5.6,0.761
0.28,0.28,3.92,5.92,0.259
1.68,1.68,3.4,5.4,0.782
2.08,2.08,3.8,5.8,0.783
3.0,3.0,3.64,5.640000000000001,0.804
3.8,3.8,3.48,5.48,0.844
2.64,2.64,3.44,5.4399999999999995,0.809
0.6,0.6,3.36,5.359999999999999,0.484
0.56,0.56,3.16,5.16,0.449
1.04,1.04,3.76,5.76,0.635
0.76,0.76,3.56,5.5600000000000005,0.529
3.56,3.56,3.28,5.279999999999999,0.861
3.48,3.48,3.08,5.08,0.849
1.52,1.52,3.2,5.2,0.722
2.32,2.32,3.04,5.04,0.797
2.52,2.52,3.24,5.24,0.826
2.24,2.24,4.0,6.0,0.759
4.0,4.0,3.68,5.68,0.829
1.2,1.2,3.96,5.96,0.637
2.12,2.12,3.8,5.8,0.785
1.72,1.72,3.4,5.4,0.731
0.64,0.64,3.36,5.359999999999999,0.495
3.08,3.08,3.84,5.84,0.803
0.32,0.32,3.92,5.92,0.29
0.8,0.8,3.56,5.5600000000000005,0.544
2.0,2.0,3.6,5.6,0.775
3.04,3.04,3.64,5.640000000000001,0.805
2.68,2.68,3.44,5.4399999999999995,0.805
1.08,1.08,3.76,5.76,0.622
3.52,3.52,3.08,5.08,0.829
3.84,3.84,3.48,5.48,0.844
0.6,0.6,3.16,5.16,0.492
3.6,3.6,3.28,5.279999999999999,0.853
2.56,2.56,3.24,5.24,0.829
2.28,2.28,4.0,6.0,0.767
1.56,1.56,3.2,5.2,0.735
2.16,2.16,3.8,5.8,0.786
2.36,2.36,3.04,5.04,0.789
1.24,1.24,3.96,5.96,0.629
3.12,3.12,3.84,5.84,0.838
0.0,0.0,3.72,5.720000000000001,0.096
0.68,0.68,3.36,5.359999999999999,0.533
1.76,1.76,3.4,5.4,0.757
2.72,2.72,3.44,5.4399999999999995,0.794
3.56,3.56,3.08,5.08,0.828
2.04,2.04,3.6,5.6,0.765
1.12,1.12,3.76,5.76,0.61
0.36,0.36,3.92,5.92,0.338
0.84,0.84,3.56,5.5600000000000005,0.535
2.32,2.32,4.0,6.0,0.8
2.6,2.6,3.24,5.24,0.792
3.64,3.64,3.28,5.279999999999999,0.837
3.08,3.08,3.64,5.640000000000001,0.814
1.6,1.6,3.2,5.2,0.735
3.88,3.88,3.48,5.48,0.838
0.64,0.64,3.16,5.16,0.529
2.2,2.2,3.8,5.8,0.79
1.28,1.28,3.96,5.96,0.66
2.4,2.4,3.04,5.04,0.8
3.16,3.16,3.84,5.84,0.807
0.04,0.04,3.72,5.720000000000001,0.111
0.72,0.72,3.36,5.359999999999999,0.542
2.76,2.76,3.44,5.4399999999999995,0.812
3.6,3.6,3.08,5.08,0.877
2.08,2.08,3.6,5.6,0.749
1.8,1.8,3.4,5.4,0.759
1.16,1.16,3.76,5.76,0.621
2.36,2.36,4.0,6.0,0.791
3.12,3.12,3.64,5.640000000000001,0.801
0.4,0.4,3.92,5.92,0.336
0.88,0.88,3.56,5.5600000000000005,0.579
1.32,1.32,3.96,5.96,0.667
2.64,2.64,3.24,5.24,0.825
3.92,3.92,3.48,5.48,0.837
3.2,3.2,3.84,5.84,0.822
3.68,3.68,3.28,5.279999999999999,0.846
1.64,1.64,3.2,5.2,0.729
2.44,2.44,3.04,5.04,0.817
0.68,0.68,3.16,5.16,0.52
2.24,2.24,3.8,5.8,0.768
2.8,2.8,3.44,5.4399999999999995,0.807
0.76,0.76,3.36,5.359999999999999,0.55
0.08,0.08,3.72,5.720000000000001,0.132
1.84,1.84,3.4,5.4,0.751
2.4,2.4,4.0,6.0,0.787
2.12,2.12,3.6,5.6,0.802
3.64,3.64,3.08,5.08,0.855
1.36,1.36,3.96,5.96,0.66
3.96,3.96,3.48,5.48,0.838
1.2,1.2,3.76,5.76,0.647
0.92,0.92,3.56,5.5600000000000005,0.596
3.16,3.16,3.64,5.640000000000001,0.803
0.44,0.44,3.92,5.92,0.336
3.24,3.24,3.84,5.84,0.824
2.68,2.68,3.24,5.24,0.815
3.72,3.72,3.28,5.279999999999999,0.856
2.48,2.48,3.04,5.04,0.832
2.84,2.84,3.44,5.4399999999999995,0.839
1.68,1.68,3.2,5.2,0.738
1.88,1.88,3.4,5.4,0.759
2.28,2.28,3.8,5.8,0.774
0.72,0.72,3.16,5.16,0.534
0.12,0.12,3.72,5.720000000000001,0.18
1.4,1.4,3.96,5.96,0.672
0.8,0.8,3.36,5.359999999999999,0.565
2.16,2.16,3.6,5.6,0.785
0.96,0.96,3.56,5.5600000000000005,0.599
4.0,4.0,3.48,5.48,0.853
2.44,2.44,4.0,6.0,0.783
3.2,3.2,3.64,5.640000000000001,0.831
3.68,3.68,3.08,5.08,0.869
1.24,1.24,3.76,5.76,0.635
0.48,0.48,3.92,5.92,0.365
2.72,2.72,3.24,5.24,0.821
2.88,2.88,3.44,5.4399999999999995,0.833
2.52,2.52,3.04,5.04,0.811
3.28,3.28,3.84,5.84,0.836
3.76,3.76,3.28,5.279999999999999,0.862
1.72,1.72,3.2,5.2,0.775
2.32,2.32,3.8,5.8,0.791
1.44,1.44,3.96,5.96,0.684
0.76,0.76,3.16,5.16,0.567
1.92,1.92,3.4,5.4,0.77
2.2,2.2,3.6,5.6,0.797
0.16,0.16,3.72,5.720000000000001,0.203
1.0,1.0,3.56,5.5600000000000005,0.605
0.84,0.84,3.36,5.359999999999999,0.577
2.48,2.48,4.0,6.0,0.778
0.0,0.0,3.52,5.52,0.103
3.24,3.24,3.64,5.640000000000001,0.842
3.72,3.72,3.08,5.08,0.844
2.92,2.92,3.44,5.4399999999999995,0.821
1.76,1.76,3.2,5.2,0.744
2.76,2.76,3.24,5.24,0.822
1.28,1.28,3.76,5.76,0.671
0.8,0.8,3.16,5.16,0.59
0.52,0.52,3.92,5.92,0.398
2.24,2.24,3.6,5.6,0.747
2.56,2.56,3.04,5.04,0.817
3.32,3.32,3.84,5.84,0.816
1.48,1.48,3.96,5.96,0.69
3.8,3.8,3.28,5.279999999999999,0.859
1.04,1.04,3.56,5.5600000000000005,0.586
2.36,2.36,3.8,5.8,0.788
1.96,1.96,3.4,5.4,0.755
2.52,2.52,4.0,6.0,0.799
0.2,0.2,3.72,5.720000000000001,0.19
0.04,0.04,3.52,5.52,0.138
0.88,0.88,3.36,5.359999999999999,0.573
3.28,3.28,3.64,5.640000000000001,0.84
2.28,2.28,3.6,5.6,0.786
3.76,3.76,3.08,5.08,0.843
2.8,2.8,3.24,5.24,0.801
2.96,2.96,3.44,5.4399999999999995,0.827
1.8,1.8,3.2,5.2,0.788
2.6,2.6,3.04,5.04,0.822
3.84,3.84,3.28,5.279999999999999,0.859
0.84,0.84,3.16,5.16,0.599
3.36,3.36,3.84,5.84,0.828
0.56,0.56,3.92,5.92,0.403
1.08,1.08,3.56,5.5600000000000005,0.636
1.52,1.52,3.96,5.96,0.688
2.4,2.4,3.8,5.8,0.805
1.32,1.32,3.76,5.76,0.648
2.0,2.0,3.4,5.4,0.767
0.08,0.08,3.52,5.52,0.143
2.56,2.56,4.0,6.0,0.792
0.92,0.92,3.36,5.359999999999999,0.61
0.24,0.24,3.72,5.720000000000001,0.256
2.64,2.64,3.04,5.04,0.825
3.32,3.32,3.64,5.640000000000001,0.858
3.8,3.8,3.08,5.08,0.854
3.0,3.0,3.44,5.4399999999999995,0.823
3.88,3.88,3.28,5.279999999999999,0.853
1.84,1.84,3.2,5.2,0.753
2.32,2.32,3.6,5.6,0.786
0.88,0.88,3.16,5.16,0.595
2.84,2.84,3.24,5.24,0.822
2.44,2.44,3.8,5.8,0.797
1.36,1.36,3.76,5.76,0.657
3.4,3.4,3.84,5.84,0.836
1.12,1.12,3.56,5.5600000000000005,0.611
0.6,0.6,3.92,5.92,0.436
1.56,1.56,3.96,5.96,0.685
2.04,2.04,3.4,5.4,0.776
0.12,0.12,3.52,5.52,0.183
2.6,2.6,4.0,6.0,0.805
2.68,2.68,3.04,5.04,0.823
0.96,0.96,3.36,5.359999999999999,0.597
0.28,0.28,3.72,5.720000000000001,0.264
3.84,3.84,3.08,5.08,0.823
3.04,3.04,3.44,5.4399999999999995,0.817
3.36,3.36,3.64,5.640000000000001,0.833
3.92,3.92,3.28,5.279999999999999,0.846
0.92,0.92,3.16,5.16,0.615
2.36,2.36,3.6,5.6,0.796
1.4,1.4,3.76,5.76,0.701
1.88,1.88,3.2,5.2,0.781
0.64,0.64,3.92,5.92,0.477
2.88,2.88,3.24,5.24,0.831
2.48,2.48,3.8,5.8,0.78
2.64,2.64,4.0,6.0,0.788
3.44,3.44,3.84,5.84,0.851
1.16,1.16,3.56,5.5600000000000005,0.655
0.16,0.16,3.52,5.52,0.198
2.08,2.08,3.4,5.4,0.781
1.6,1.6,3.96,5.96,0.679
0.32,0.32,3.72,5.720000000000001,0.275
1.0,1.0,3.36,5.359999999999999,0.624
3.96,3.96,3.28,5.279999999999999,0.837
2.72,2.72,3.04,5.04,0.839
3.08,3.08,3.44,5.4399999999999995,0.842
3.88,3.88,3.08,5.08,0.843
0.96,0.96,3.16,5.16,0.627
2.4,2.4,3.6,5.6,0.79
0.68,0.68,3.92,5.92,0.487
3.4,3.4,3.64,5.640000000000001,0.827
1.92,1.92,3.2,5.2,0.784
1.44,1.44,3.76,5.76,0.679
2.52,2.52,3.8,5.8,0.78
1.2,1.2,3.56,5.5600000000000005,0.654
2.92,2.92,3.24,5.24,0.845
0.2,0.2,3.52,5.52,0.204
3.48,3.48,3.84,5.84,0.838
0.36,0.36,3.72,5.720000000000001,0.317
2.68,2.68,4.0,6.0,0.798
1.64,1.64,3.96,5.96,0.72
3.12,3.12,3.44,5.4399999999999995,0.828
2.12,2.12,3.4,5.4,0.787
2.44,2.44,3.6,5.6,0.798
4.0,4.0,3.28,5.279999999999999,0.847
3.92,3.92,3.08,5.08,0.85
1.04,1.04,3.36,5.359999999999999,0.638
2.76,2.76,3.04,5.04,0.817
1.0,1.0,3.16,5.16,0.624
1.96,1.96,3.2,5.2,0.781
0.72,0.72,3.92,5.92,0.491
1.24,1.24,3.56,5.5600000000000005,0.675
0.24,0.24,3.52,5.52,0.251
1.48,1.48,3.76,5.76,0.697
3.44,3.44,3.64,5.640000000000001,0.794
2.56,2.56,3.8,5.8,0.81
3.52,3.52,3.84,5.84,0.827
1.68,1.68,3.96,5.96,0.72
2.96,2.96,3.24,5.24,0.834
3.16,3.16,3.44,5.4399999999999995,0.819
2.8,2.8,3.04,5.04,0.828
0.0,0.0,3.32,5.32,0.102
0.4,0.4,3.72,5.720000000000001,0.36
2.72,2.72,4.0,6.0,0.791
2.48,2.48,3.6,5.6,0.807
2.0,2.0,3.2,5.2,0.776
2.16,2.16,3.4,5.4,0.783
1.28,1.28,3.56,5.5600000000000005,0.671
3.96,3.96,3.08,5.08,0.848
1.08,1.08,3.36,5.359999999999999,0.663
0.28,0.28,3.52,5.52,0.285
1.04,1.04,3.16,5.16,0.649
0.76,0.76,3.92,5.92,0.487
1.52,1.52,3.76,5.76,0.715
2.6,2.6,3.8,5.8,0.784
3.56,3.56,3.84,5.84,0.849
3.48,3.48,3.64,5.640000000000001,0.852
3.2,3.2,3.44,5.4399999999999995,0.845
2.84,2.84,3.04,5.04,0.822
1.72,1.72,3.96,5.96,0.736
0.04,0.04,3.32,5.32,0.118
4.0,4.0,3.08,5.08,0.867
1.32,1.32,3.56,5.5600000000000005,0.687
2.52,2.52,3.6,5.6,0.795
2.2,2.2,3.4,5.4,0.795
3.0,3.0,3.24,5.24,0.818
0.44,0.44,3.72,5.720000000000001,0.353
0.32,0.32,3.52,5.52,0.312
2.04,2.04,3.2,5.2,0.788
2.76,2.76,4.0,6.0,0.776
1.12,1.12,3.36,5.359999999999999,0.666
2.64,2.64,3.8,5.8,0.794
1.56,1.56,3.76,5.76,0.721
1.08,1.08,3.16,5.16,0.66
3.52,3.52,3.64,5.640000000000001,0.852
3.24,3.24,3.44,5.4399999999999995,0.846
3.6,3.6,3.84,5.84,0.837
0.8,0.8,3.92,5.92,0.508
2.88,2.88,3.04,5.04,0.834
2.24,2.24,3.4,5.4,0.821
2.56,2.56,3.6,5.6,0.82
1.76,1.76,3.96,5.96,0.721
3.04,3.04,3.24,5.24,0.834
0.0,0.0,3.12,5.12,0.106
1.36,1.36,3.56,5.5600000000000005,0.675
0.08,0.08,3.32,5.32,0.147
0.36,0.36,3.52,5.52,0.33
0.48,0.48,3.72,5.720000000000001,0.37
2.8,2.8,4.0,6.0,0.807
2.68,2.68,3.8,5.8,0.803
2.08,2.08,3.2,5.2,0.799
1.16,1.16,3.36,5.359999999999999,0.649
3.28,3.28,3.44,5.4399999999999995,0.847
1.12,1.12,3.16,5.16,0.683
3.64,3.64,3.84,5.84,0.83
0.84,0.84,3.92,5.92,0.507
3.56,3.56,3.64,5.640000000000001,0.848
1.6,1.6,3.76,5.76,0.712
2.92,2.92,3.04,5.04,0.831
0.04,0.04,3.12,5.12,0.124
2.28,2.28,3.4,5.4,0.761
0.4,0.4,3.52,5.52,0.367
2.6,2.6,3.6,5.6,0.792
1.4,1.4,3.56,5.5600000000000005,0.679
0.52,0.52,3.72,5.720000000000001,0.385
1.8,1.8,3.96,5.96,0.719
3.08,3.08,3.24,5.24,0.817
0.12,0.12,3.32,5.32,0.167
2.72,2.72,3.8,5.8,0.813
1.16,1.16,3.16,5.16,0.671
3.32,3.32,3.44,5.4399999999999995,0.823
2.12,2.12,3.2,5.2,0.779
3.68,3.68,3.84,5.84,0.842
2.84,2.84,4.0,6.0,0.798
1.64,1.64,3.76,5.76,0.688
0.88,0.88,3.92,5.92,0.523
3.6,3.6,3.64,5.640000000000001,0.827
1.2,1.2,3.36,5.359999999999999,0.644
0.44,0.44,3.52,5.52,0.383
0.08,0.08,3.12,5.12,0.155
0.56,0.56,3.72,5.720000000000001,0.429
1.44,1.44,3.56,5.5600000000000005,0.708
2.96,2.96,3.04,5.04,0.816
1.2,1.2,3.16,5.16,0.664
2.32,2.32,3.4,5.4,0.81
2.64,2.64,3.6,5.6,0.815
1.84,1.84,3.96,5.96,0.735
3.12,3.12,3.24,5.24,0.832
3.72,3.72,3.84,5.84,0.829
2.88,2.88,4.0,6.0,0.781
2.76,2.76,3.8,5.8,0.812
0.16,0.16,3.32,5.32,0.187
2.16,2.16,3.2,5.2,0.792
1.68,1.68,3.76,5.76,0.749
3.64,3.64,3.64,5.640000000000001,0.815
3.36,3.36,3.44,5.4399999999999995,0.825
0.92,0.92,3.92,5.92,0.557
0.12,0.12,3.12,5.12,0.183
0.48,0.48,3.52,5.52,0.402
1.24,1.24,3.36,5.359999999999999,0.675
2.36,2.36,3.4,5.4,0.792
2.68,2.68,3.6,5.6,0.828
3.0,3.0,3.04,5.04,0.82
1.88,1.88,3.96,5.96,0.731
1.48,1.48,3.56,5.5600000000000005,0.691
3.16,3.16,3.24,5.24,0.84
0.6,0.6,3.72,5.720000000000001,0.479
1.24,1.24,3.16,5.16,0.717
3.68,3.68,3.64,5.640000000000001,0.848
2.2,2.2,3.2,5.2,0.805
2.92,2.92,4.0,6.0,0.829
3.76,3.76,3.84,5.84,0.837
0.96,0.96,3.92,5.92,0.586
1.72,1.72,3.76,5.76,0.716
2.8,2.8,3.8,5.8,0.804
0.2,0.2,3.32,5.32,0.221
0.52,0.52,3.52,5.52,0.418
3.4,3.4,3.44,5.4399999999999995,0.831
2.4,2.4,3.4,5.4,0.782
0.16,0.16,3.12,5.12,0.214
2.72,2.72,3.6,5.6,0.802
1.28,1.28,3.36,5.359999999999999,0.711
1.92,1.92,3.96,5.96,0.723
2.24,2.24,3.2,5.2,0.784
3.72,3.72,3.64,5.640000000000001,0.837
3.2,3.2,3.24,5.24,0.826
3.04,3.04,3.04,5.04,0.847
1.28,1.28,3.16,5.16,0.688
0.64,0.64,3.72,5.720000000000001,0.447
1.52,1.52,3.56,5.5600000000000005,0.739
1.0,1.0,3.92,5.92,0.589
3.8,3.8,3.84,5.84,0.853
0.56,0.56,3.52,5.52,0.454
2.96,2.96,4.0,6.0,0.81
2.44,2.44,3.4,5.4,0.795
0.2,0.2,3.12,5.12,0.228
1.76,1.76,3.76,5.76,0.726
2.84,2.84,3.8,5.8,0.816
0.24,0.24,3.32,5.32,0.252
3.76,3.76,3.64,5.640000000000001,0.848
2.28,2.28,3.2,5.2,0.804
