$\sigma_{x_1}$,$\sigma_{x_2}$,$\sigma_{h_1}$,$\sigma_{h_2}$,success_rate
2.8,5.6,3.28,3.28,0.858
3.92,7.84,3.32,3.32,0.823
2.96,5.92,3.08,3.08,0.844
1.44,2.88,3.8,3.8,0.867
1.2,2.4,3.6,3.6,0.86
3.56,7.12,3.88,3.88,0.844
2.24,4.48,3.64,3.64,0.864
3.84,7.68,3.12,3.12,0.792
2.04,4.08,3.44,3.44,0.878
3.36,6.72,3.68,3.68,0.847
0.36,0.72,3.76,3.76,0.835
2.56,5.12,3.84,3.84,0.871
1.92,3.84,3.04,3.04,0.873
0.48,0.96,3.96,3.96,0.854
1.0,2.0,3.4,3.4,0.875
0.84,1.68,3.2,3.2,0.856
0.16,0.32,3.56,3.56,0.837
3.12,6.24,3.48,3.48,0.843
1.48,2.96,3.8,3.8,0.869
1.92,3.84,3.24,3.24,0.875
3.96,7.92,3.32,3.32,0.803
3.6,7.2,3.88,3.88,0.849
1.24,2.48,3.6,3.6,0.849
1.56,3.12,4.0,4.0,0.834
2.84,5.68,3.28,3.28,0.875
2.28,4.56,3.64,3.64,0.849
3.0,6.0,3.08,3.08,0.854
3.4,6.8,3.68,3.68,0.85
0.52,1.04,3.96,3.96,0.87
2.08,4.16,3.44,3.44,0.859
2.6,5.2,3.84,3.84,0.844
3.88,7.76,3.12,3.12,0.809
0.88,1.76,3.2,3.2,0.871
0.4,0.8,3.76,3.76,0.841
1.52,3.04,3.8,3.8,0.854
0.2,0.4,3.56,3.56,0.842
3.16,6.32,3.48,3.48,0.86
1.96,3.92,3.04,3.04,0.871
1.04,2.08,3.4,3.4,0.851
1.28,2.56,3.6,3.6,0.862
2.32,4.64,3.64,3.64,0.84
1.96,3.92,3.24,3.24,0.873
3.64,7.28,3.88,3.88,0.865
4.0,8.0,3.32,3.32,0.793
1.6,3.2,4.0,4.0,0.843
2.88,5.76,3.28,3.28,0.853
3.04,6.08,3.08,3.08,0.856
3.44,6.88,3.68,3.68,0.834
0.92,1.84,3.2,3.2,0.868
3.2,6.4,3.48,3.48,0.858
2.64,5.28,3.84,3.84,0.859
0.56,1.12,3.96,3.96,0.861
3.92,7.84,3.12,3.12,0.823
2.12,4.24,3.44,3.44,0.871
1.56,3.12,3.8,3.8,0.869
0.0,0.0,3.36,3.36,0.836
0.24,0.48,3.56,3.56,0.846
0.44,0.88,3.76,3.76,0.832
1.32,2.64,3.6,3.6,0.872
2.36,4.72,3.64,3.64,0.858
2.0,4.0,3.04,3.04,0.878
1.08,2.16,3.4,3.4,0.871
1.64,3.28,4.0,4.0,0.883
3.68,7.36,3.88,3.88,0.865
2.0,4.0,3.24,3.24,0.871
2.92,5.84,3.28,3.28,0.839
3.24,6.48,3.48,3.48,0.864
3.48,6.96,3.68,3.68,0.847
1.6,3.2,3.8,3.8,0.858
3.08,6.16,3.08,3.08,0.84
0.96,1.92,3.2,3.2,0.882
3.96,7.92,3.12,3.12,0.793
2.16,4.32,3.44,3.44,0.843
2.68,5.36,3.84,3.84,0.864
0.04,0.08,3.36,3.36,0.849
0.6,1.2,3.96,3.96,0.837
0.28,0.56,3.56,3.56,0.853
2.04,4.08,3.24,3.24,0.863
3.28,6.56,3.48,3.48,0.844
1.68,3.36,4.0,4.0,0.854
2.4,4.8,3.64,3.64,0.886
1.36,2.72,3.6,3.6,0.857
0.48,0.96,3.76,3.76,0.867
2.96,5.92,3.28,3.28,0.849
3.72,7.44,3.88,3.88,0.859
1.12,2.24,3.4,3.4,0.875
2.04,4.08,3.04,3.04,0.861
3.52,7.04,3.68,3.68,0.856
1.0,2.0,3.2,3.2,0.866
1.64,3.28,3.8,3.8,0.878
2.2,4.4,3.44,3.44,0.859
3.12,6.24,3.08,3.08,0.848
4.0,8.0,3.12,3.12,0.798
0.64,1.28,3.96,3.96,0.847
0.08,0.16,3.36,3.36,0.852
2.72,5.44,3.84,3.84,0.873
2.08,4.16,3.24,3.24,0.868
3.32,6.64,3.48,3.48,0.847
0.32,0.64,3.56,3.56,0.857
0.52,1.04,3.76,3.76,0.851
2.44,4.88,3.64,3.64,0.883
3.0,6.0,3.28,3.28,0.855
1.72,3.44,4.0,4.0,0.86
2.08,4.16,3.04,3.04,0.866
1.4,2.8,3.6,3.6,0.854
1.16,2.32,3.4,3.4,0.874
3.76,7.52,3.88,3.88,0.861
3.56,7.12,3.68,3.68,0.871
1.68,3.36,3.8,3.8,0.874
3.16,6.32,3.08,3.08,0.849
0.68,1.36,3.96,3.96,0.84
1.04,2.08,3.2,3.2,0.844
2.12,4.24,3.24,3.24,0.874
0.0,0.0,3.16,3.16,0.855
2.24,4.48,3.44,3.44,0.881
3.04,6.08,3.28,3.28,0.867
3.36,6.72,3.48,3.48,0.864
0.12,0.24,3.36,3.36,0.86
2.76,5.52,3.84,3.84,0.868
0.36,0.72,3.56,3.56,0.85
0.56,1.12,3.76,3.76,0.83
2.48,4.96,3.64,3.64,0.858
1.44,2.88,3.6,3.6,0.877
1.76,3.52,4.0,4.0,0.869
2.12,4.24,3.04,3.04,0.877
3.8,7.6,3.88,3.88,0.856
3.2,6.4,3.08,3.08,0.823
1.2,2.4,3.4,3.4,0.878
3.6,7.2,3.68,3.68,0.848
2.16,4.32,3.24,3.24,0.865
1.72,3.44,3.8,3.8,0.864
1.08,2.16,3.2,3.2,0.881
0.16,0.32,3.36,3.36,0.842
0.04,0.08,3.16,3.16,0.837
0.72,1.44,3.96,3.96,0.862
2.8,5.6,3.84,3.84,0.864
2.28,4.56,3.44,3.44,0.865
3.4,6.8,3.48,3.48,0.829
3.08,6.16,3.28,3.28,0.853
0.4,0.8,3.56,3.56,0.851
0.6,1.2,3.76,3.76,0.857
3.24,6.48,3.08,3.08,0.839
2.16,4.32,3.04,3.04,0.859
1.8,3.6,4.0,4.0,0.864
2.52,5.04,3.64,3.64,0.845
3.84,7.68,3.88,3.88,0.863
1.24,2.48,3.4,3.4,0.875
1.48,2.96,3.6,3.6,0.87
2.2,4.4,3.24,3.24,0.868
1.12,2.24,3.2,3.2,0.861
0.08,0.16,3.16,3.16,0.836
3.64,7.28,3.68,3.68,0.854
1.76,3.52,3.8,3.8,0.859
0.2,0.4,3.36,3.36,0.843
3.12,6.24,3.28,3.28,0.846
2.84,5.68,3.84,3.84,0.853
2.32,4.64,3.44,3.44,0.874
0.44,0.88,3.56,3.56,0.855
0.76,1.52,3.96,3.96,0.838
3.44,6.88,3.48,3.48,0.836
0.64,1.28,3.76,3.76,0.852
3.28,6.56,3.08,3.08,0.838
2.24,4.48,3.24,3.24,0.886
1.28,2.56,3.4,3.4,0.846
2.2,4.4,3.04,3.04,0.852
1.84,3.68,4.0,4.0,0.862
3.88,7.76,3.88,3.88,0.848
2.56,5.12,3.64,3.64,0.866
1.52,3.04,3.6,3.6,0.84
1.16,2.32,3.2,3.2,0.865
3.16,6.32,3.28,3.28,0.866
0.12,0.24,3.16,3.16,0.848
0.24,0.48,3.36,3.36,0.86
3.68,7.36,3.68,3.68,0.84
2.88,5.76,3.84,3.84,0.868
1.8,3.6,3.8,3.8,0.871
0.48,0.96,3.56,3.56,0.858
2.36,4.72,3.44,3.44,0.881
3.48,6.96,3.48,3.48,0.842
0.68,1.36,3.76,3.76,0.85
0.8,1.6,3.96,3.96,0.842
3.32,6.64,3.08,3.08,0.835
2.28,4.56,3.24,3.24,0.887
1.32,2.64,3.4,3.4,0.86
1.56,3.12,3.6,3.6,0.851
2.24,4.48,3.04,3.04,0.881
3.92,7.84,3.88,3.88,0.854
3.2,6.4,3.28,3.28,0.839
1.88,3.76,4.0,4.0,0.864
0.52,1.04,3.56,3.56,0.852
0.28,0.56,3.36,3.36,0.866
2.6,5.2,3.64,3.64,0.869
1.2,2.4,3.2,3.2,0.862
3.72,7.44,3.68,3.68,0.852
0.16,0.32,3.16,3.16,0.872
0.72,1.44,3.76,3.76,0.862
2.32,4.64,3.24,3.24,0.879
1.36,2.72,3.4,3.4,0.872
1.84,3.68,3.8,3.8,0.865
2.92,5.84,3.84,3.84,0.864
3.52,7.04,3.48,3.48,0.847
2.4,4.8,3.44,3.44,0.874
0.84,1.68,3.96,3.96,0.872
3.36,6.72,3.08,3.08,0.819
3.96,7.92,3.88,3.88,0.837
1.6,3.2,3.6,3.6,0.859
3.24,6.48,3.28,3.28,0.85
2.28,4.56,3.04,3.04,0.861
2.64,5.28,3.64,3.64,0.861
0.76,1.52,3.76,3.76,0.85
3.76,7.52,3.68,3.68,0.835
0.32,0.64,3.36,3.36,0.86
0.56,1.12,3.56,3.56,0.858
1.92,3.84,4.0,4.0,0.857
1.24,2.48,3.2,3.2,0.856
0.2,0.4,3.16,3.16,0.858
1.4,2.8,3.4,3.4,0.863
2.44,4.88,3.44,3.44,0.859
3.4,6.8,3.08,3.08,0.829
1.88,3.76,3.8,3.8,0.862
2.36,4.72,3.24,3.24,0.85
3.28,6.56,3.28,3.28,0.862
4.0,8.0,3.88,3.88,0.828
2.96,5.92,3.84,3.84,0.876
0.88,1.76,3.96,3.96,0.85
3.56,7.12,3.48,3.48,0.844
0.8,1.6,3.76,3.76,0.847
2.68,5.36,3.64,3.64,0.868
1.64,3.28,3.6,3.6,0.848
2.32,4.64,3.04,3.04,0.859
3.8,7.6,3.68,3.68,0.846
1.44,2.88,3.4,3.4,0.88
0.6,1.2,3.56,3.56,0.854
0.36,0.72,3.36,3.36,0.872
1.96,3.92,4.0,4.0,0.871
2.48,4.96,3.44,3.44,0.875
3.32,6.64,3.28,3.28,0.846
3.44,6.88,3.08,3.08,0.836
0.24,0.48,3.16,3.16,0.852
1.28,2.56,3.2,3.2,0.872
1.92,3.84,3.8,3.8,0.87
3.0,6.0,3.84,3.84,0.864
0.92,1.84,3.96,3.96,0.856
2.72,5.44,3.64,3.64,0.848
0.84,1.68,3.76,3.76,0.838
2.4,4.8,3.24,3.24,0.847
0.0,0.0,3.92,3.92,0.829
3.6,7.2,3.48,3.48,0.853
1.48,2.96,3.4,3.4,0.88
0.64,1.28,3.56,3.56,0.834
0.4,0.8,3.36,3.36,0.873
1.68,3.36,3.6,3.6,0.857
2.36,4.72,3.04,3.04,0.856
2.0,4.0,4.0,4.0,0.858
3.84,7.68,3.68,3.68,0.855
3.48,6.96,3.08,3.08,0.822
3.36,6.72,3.28,3.28,0.853
1.96,3.92,3.8,3.8,0.862
1.32,2.64,3.2,3.2,0.87
3.04,6.08,3.84,3.84,0.866
2.52,5.04,3.44,3.44,0.865
0.88,1.76,3.76,3.76,0.848
0.28,0.56,3.16,3.16,0.85
2.44,4.88,3.24,3.24,0.866
0.68,1.36,3.56,3.56,0.859
2.76,5.52,3.64,3.64,0.871
0.96,1.92,3.96,3.96,0.858
3.64,7.28,3.48,3.48,0.83
0.04,0.08,3.92,3.92,0.83
1.52,3.04,3.4,3.4,0.852
0.44,0.88,3.36,3.36,0.853
2.04,4.08,4.0,4.0,0.866
2.4,4.8,3.04,3.04,0.87
1.72,3.44,3.6,3.6,0.878
3.88,7.76,3.68,3.68,0.87
3.52,7.04,3.08,3.08,0.811
2.0,4.0,3.8,3.8,0.864
1.36,2.72,3.2,3.2,0.882
3.4,6.8,3.28,3.28,0.833
0.92,1.84,3.76,3.76,0.857
3.08,6.16,3.84,3.84,0.875
2.56,5.12,3.44,3.44,0.851
2.8,5.6,3.64,3.64,0.871
3.68,7.36,3.48,3.48,0.837
0.72,1.44,3.56,3.56,0.852
0.32,0.64,3.16,3.16,0.854
2.48,4.96,3.24,3.24,0.844
1.0,2.0,3.96,3.96,0.846
2.44,4.88,3.04,3.04,0.858
2.08,4.16,4.0,4.0,0.856
0.08,0.16,3.92,3.92,0.84
1.56,3.12,3.4,3.4,0.859
0.48,0.96,3.36,3.36,0.863
2.84,5.68,3.64,3.64,0.845
2.04,4.08,3.8,3.8,0.866
1.76,3.52,3.6,3.6,0.857
0.36,0.72,3.16,3.16,0.863
3.92,7.84,3.68,3.68,0.838
3.56,7.12,3.08,3.08,0.836
0.76,1.52,3.56,3.56,0.862
3.72,7.44,3.48,3.48,0.844
2.6,5.2,3.44,3.44,0.878
3.44,6.88,3.28,3.28,0.835
3.12,6.24,3.84,3.84,0.853
1.4,2.8,3.2,3.2,0.877
0.96,1.92,3.76,3.76,0.864
2.52,5.04,3.24,3.24,0.87
1.04,2.08,3.96,3.96,0.84
2.48,4.96,3.04,3.04,0.884
2.12,4.24,4.0,4.0,0.878
2.88,5.76,3.64,3.64,0.855
2.08,4.16,3.8,3.8,0.877
1.6,3.2,3.4,3.4,0.873
0.12,0.24,3.92,3.92,0.839
3.76,7.52,3.48,3.48,0.841
0.52,1.04,3.36,3.36,0.879
2.64,5.28,3.44,3.44,0.88
1.44,2.88,3.2,3.2,0.864
3.6,7.2,3.08,3.08,0.814
3.48,6.96,3.28,3.28,0.828
0.4,0.8,3.16,3.16,0.871
1.8,3.6,3.6,3.6,0.859
3.96,7.92,3.68,3.68,0.853
1.0,2.0,3.76,3.76,0.863
3.16,6.32,3.84,3.84,0.866
0.8,1.6,3.56,3.56,0.857
2.16,4.32,4.0,4.0,0.872
2.56,5.12,3.24,3.24,0.86
2.92,5.84,3.64,3.64,0.857
2.52,5.04,3.04,3.04,0.849
2.12,4.24,3.8,3.8,0.841
1.64,3.28,3.4,3.4,0.871
1.08,2.16,3.96,3.96,0.868
0.56,1.12,3.36,3.36,0.854
1.48,2.96,3.2,3.2,0.865
2.68,5.36,3.44,3.44,0.871
0.16,0.32,3.92,3.92,0.846
3.8,7.6,3.48,3.48,0.818
1.04,2.08,3.76,3.76,0.871
3.52,7.04,3.28,3.28,0.843
3.64,7.28,3.08,3.08,0.809
0.44,0.88,3.16,3.16,0.868
2.2,4.4,4.0,4.0,0.844
3.2,6.4,3.84,3.84,0.853
1.84,3.68,3.6,3.6,0.848
4.0,8.0,3.68,3.68,0.842
2.56,5.12,3.04,3.04,0.852
2.16,4.32,3.8,3.8,0.87
0.84,1.68,3.56,3.56,0.869
2.6,5.2,3.24,3.24,0.851
2.96,5.92,3.64,3.64,0.868
1.68,3.36,3.4,3.4,0.855
0.6,1.2,3.36,3.36,0.876
1.12,2.24,3.96,3.96,0.864
0.2,0.4,3.92,3.92,0.831
1.08,2.16,3.76,3.76,0.85
1.52,3.04,3.2,3.2,0.868
2.72,5.44,3.44,3.44,0.882
3.84,7.68,3.48,3.48,0.836
0.48,0.96,3.16,3.16,0.872
3.56,7.12,3.28,3.28,0.813
3.68,7.36,3.08,3.08,0.823
0.0,0.0,3.72,3.72,0.843
2.24,4.48,4.0,4.0,0.87
1.88,3.76,3.6,3.6,0.873
2.2,4.4,3.8,3.8,0.87
2.6,5.2,3.04,3.04,0.856
3.24,6.48,3.84,3.84,0.872
1.72,3.44,3.4,3.4,0.873
0.88,1.76,3.56,3.56,0.842
2.64,5.28,3.24,3.24,0.846
3.0,6.0,3.64,3.64,0.853
0.64,1.28,3.36,3.36,0.853
1.12,2.24,3.76,3.76,0.863
1.16,2.32,3.96,3.96,0.853
1.56,3.12,3.2,3.2,0.879
0.52,1.04,3.16,3.16,0.873
2.76,5.52,3.44,3.44,0.866
0.24,0.48,3.92,3.92,0.827
3.6,7.2,3.28,3.28,0.829
3.72,7.44,3.08,3.08,0.828
3.88,7.76,3.48,3.48,0.82
0.04,0.08,3.72,3.72,0.837
2.28,4.56,4.0,4.0,0.868
2.64,5.28,3.04,3.04,0.844
1.92,3.84,3.6,3.6,0.869
2.24,4.48,3.8,3.8,0.88
3.28,6.56,3.84,3.84,0.849
3.04,6.08,3.64,3.64,0.868
0.92,1.84,3.56,3.56,0.855
1.76,3.52,3.4,3.4,0.878
2.68,5.36,3.24,3.24,0.862
0.68,1.36,3.36,3.36,0.88
3.92,7.84,3.48,3.48,0.843
0.28,0.56,3.92,3.92,0.829
1.6,3.2,3.2,3.2,0.859
1.16,2.32,3.76,3.76,0.843
1.2,2.4,3.96,3.96,0.87
0.56,1.12,3.16,3.16,0.865
2.8,5.6,3.44,3.44,0.853
0.08,0.16,3.72,3.72,0.829
3.76,7.52,3.08,3.08,0.818
3.64,7.28,3.28,3.28,0.821
2.68,5.36,3.04,3.04,0.852
2.32,4.64,4.0,4.0,0.86
2.28,4.56,3.8,3.8,0.859
1.96,3.92,3.6,3.6,0.881
3.32,6.64,3.84,3.84,0.849
0.96,1.92,3.56,3.56,0.862
0.72,1.44,3.36,3.36,0.851
3.08,6.16,3.64,3.64,0.841
2.72,5.44,3.24,3.24,0.852
1.8,3.6,3.4,3.4,0.869
0.32,0.64,3.92,3.92,0.857
1.64,3.28,3.2,3.2,0.868
1.2,2.4,3.76,3.76,0.848
3.96,7.92,3.48,3.48,0.848
3.8,7.6,3.08,3.08,0.824
1.24,2.48,3.96,3.96,0.869
0.6,1.2,3.16,3.16,0.879
2.72,5.44,3.04,3.04,0.854
2.32,4.64,3.8,3.8,0.864
2.84,5.68,3.44,3.44,0.853
2.0,4.0,3.6,3.6,0.845
3.68,7.36,3.28,3.28,0.84
0.12,0.24,3.72,3.72,0.847
1.84,3.68,3.4,3.4,0.875
1.0,2.0,3.56,3.56,0.865
2.36,4.72,4.0,4.0,0.885
2.76,5.52,3.24,3.24,0.867
0.36,0.72,3.92,3.92,0.846
3.36,6.72,3.84,3.84,0.848
1.68,3.36,3.2,3.2,0.867
3.12,6.24,3.64,3.64,0.865
0.76,1.52,3.36,3.36,0.864
2.36,4.72,3.8,3.8,0.861
3.84,7.68,3.08,3.08,0.795
4.0,8.0,3.48,3.48,0.807
2.88,5.76,3.44,3.44,0.861
0.64,1.28,3.16,3.16,0.876
1.24,2.48,3.76,3.76,0.875
2.76,5.52,3.04,3.04,0.838
1.28,2.56,3.96,3.96,0.863
2.4,4.8,4.0,4.0,0.876
1.72,3.44,3.2,3.2,0.864
0.4,0.8,3.92,3.92,0.831
2.04,4.08,3.6,3.6,0.868
0.16,0.32,3.72,3.72,0.853
3.72,7.44,3.28,3.28,0.833
1.88,3.76,3.4,3.4,0.854
1.04,2.08,3.56,3.56,0.857
3.4,6.8,3.84,3.84,0.852
2.8,5.6,3.24,3.24,0.844
3.16,6.32,3.64,3.64,0.846
2.4,4.8,3.8,3.8,0.845
2.92,5.84,3.44,3.44,0.866
0.8,1.6,3.36,3.36,0.867
0.68,1.36,3.16,3.16,0.86
3.88,7.76,3.08,3.08,0.803
1.28,2.56,3.76,3.76,0.875
0.0,0.0,3.52,3.52,0.828
2.8,5.6,3.04,3.04,0.849
1.32,2.64,3.96,3.96,0.855
0.2,0.4,3.72,3.72,0.824
0.44,0.88,3.92,3.92,0.851
3.76,7.52,3.28,3.28,0.824
2.44,4.88,4.0,4.0,0.844
3.44,6.88,3.84,3.84,0.866
1.76,3.52,3.2,3.2,0.876
2.08,4.16,3.6,3.6,0.868
2.44,4.88,3.8,3.8,0.871
1.92,3.84,3.4,3.4,0.885
2.96,5.92,3.44,3.44,0.879
3.2,6.4,3.64,3.64,0.84
0.72,1.44,3.16,3.16,0.871
1.08,2.16,3.56,3.56,0.858
2.84,5.68,3.24,3.24,0.859
1.32,2.64,3.76,3.76,0.865
3.92,7.84,3.08,3.08,0.792
0.84,1.68,3.36,3.36,0.861
0.04,0.08,3.52,3.52,0.841
1.36,2.72,3.96,3.96,0.873
0.48,0.96,3.92,3.92,0.834
2.84,5.68,3.04,3.04,0.851
2.48,4.96,4.0,4.0,0.883
0.24,0.48,3.72,3.72,0.876
3.48,6.96,3.84,3.84,0.88
0.76,1.52,3.16,3.16,0.854
3.8,7.6,3.28,3.28,0.825
2.12,4.24,3.6,3.6,0.874
3.24,6.48,3.64,3.64,0.854
1.96,3.92,3.4,3.4,0.866
1.36,2.72,3.76,3.76,0.869
2.48,4.96,3.8,3.8,0.853
1.12,2.24,3.56,3.56,0.863
1.8,3.6,3.2,3.2,0.875
3.0,6.0,3.44,3.44,0.851
1.4,2.8,3.96,3.96,0.859
0.88,1.76,3.36,3.36,0.864
0.08,0.16,3.52,3.52,0.838
2.88,5.76,3.24,3.24,0.875
3.96,7.92,3.08,3.08,0.782
0.8,1.6,3.16,3.16,0.885
0.52,1.04,3.92,3.92,0.846
2.88,5.76,3.04,3.04,0.842
2.52,5.04,4.0,4.0,0.877
0.28,0.56,3.72,3.72,0.83
2.0,4.0,3.4,3.4,0.881
1.4,2.8,3.76,3.76,0.85
3.52,7.04,3.84,3.84,0.866
3.84,7.68,3.28,3.28,0.826
2.52,5.04,3.8,3.8,0.877
2.16,4.32,3.6,3.6,0.89
1.84,3.68,3.2,3.2,0.854
3.28,6.56,3.64,3.64,0.854
0.92,1.84,3.36,3.36,0.866
1.44,2.88,3.96,3.96,0.873
2.92,5.84,3.24,3.24,0.859
3.04,6.08,3.44,3.44,0.858
1.16,2.32,3.56,3.56,0.853
0.12,0.24,3.52,3.52,0.84
0.84,1.68,3.16,3.16,0.856
2.56,5.12,4.0,4.0,0.838
0.56,1.12,3.92,3.92,0.844
4.0,8.0,3.08,3.08,0.788
1.44,2.88,3.76,3.76,0.877
2.92,5.84,3.04,3.04,0.866
0.32,0.64,3.72,3.72,0.847
2.04,4.08,3.4,3.4,0.856
3.56,7.12,3.84,3.84,0.846
1.88,3.76,3.2,3.2,0.867
3.32,6.64,3.64,3.64,0.86
3.88,7.76,3.28,3.28,0.82
2.2,4.4,3.6,3.6,0.868
2.56,5.12,3.8,3.8,0.878
0.96,1.92,3.36,3.36,0.887
3.08,6.16,3.44,3.44,0.865
1.2,2.4,3.56,3.56,0.866
2.6,5.2,4.0,4.0,0.856
1.48,2.96,3.96,3.96,0.863
2.96,5.92,3.24,3.24,0.845
0.16,0.32,3.52,3.52,0.839
0.6,1.2,3.92,3.92,0.845
0.0,0.0,3.12,3.12,0.862
0.88,1.76,3.16,3.16,0.864
0.36,0.72,3.72,3.72,0.846
1.48,2.96,3.76,3.76,0.866
2.96,5.92,3.04,3.04,0.835
2.08,4.16,3.4,3.4,0.871
3.6,7.2,3.84,3.84,0.856
3.36,6.72,3.64,3.64,0.869
1.0,2.0,3.36,3.36,0.876
3.92,7.84,3.28,3.28,0.809
1.92,3.84,3.2,3.2,0.855
2.24,4.48,3.6,3.6,0.885
2.6,5.2,3.8,3.8,0.872
3.12,6.24,3.44,3.44,0.868
0.2,0.4,3.52,3.52,0.829
1.24,2.48,3.56,3.56,0.873
3.0,6.0,3.24,3.24,0.846
2.64,5.28,4.0,4.0,0.856
1.52,3.04,3.96,3.96,0.85
0.04,0.08,3.12,3.12,0.845
0.64,1.28,3.92,3.92,0.836
1.52,3.04,3.76,3.76,0.868
0.4,0.8,3.72,3.72,0.837
3.4,6.8,3.64,3.64,0.854
0.92,1.84,3.16,3.16,0.874
2.12,4.24,3.4,3.4,0.855
3.64,7.28,3.84,3.84,0.849
1.04,2.08,3.36,3.36,0.882
3.0,6.0,3.04,3.04,0.854
3.96,7.92,3.28,3.28,0.815
3.16,6.32,3.44,3.44,0.842
3.04,6.08,3.24,3.24,0.86
1.96,3.92,3.2,3.2,0.882
2.64,5.28,3.8,3.8,0.861
1.28,2.56,3.56,3.56,0.854
2.28,4.56,3.6,3.6,0.86
0.08,0.16,3.12,3.12,0.835
2.68,5.36,4.0,4.0,0.871
0.24,0.48,3.52,3.52,0.854
1.56,3.12,3.96,3.96,0.878
0.68,1.36,3.92,3.92,0.855
1.56,3.12,3.76,3.76,0.863
3.04,6.08,3.04,3.04,0.828
4.0,8.0,3.28,3.28,0.83
0.44,0.88,3.72,3.72,0.85
2.16,4.32,3.4,3.4,0.873
3.68,7.36,3.84,3.84,0.87
3.44,6.88,3.64,3.64,0.845
1.08,2.16,3.36,3.36,0.878
0.96,1.92,3.16,3.16,0.874
3.2,6.4,3.44,3.44,0.851
3.08,6.16,3.24,3.24,0.843
2.68,5.36,3.8,3.8,0.846
2.72,5.44,4.0,4.0,0.865
0.12,0.24,3.12,3.12,0.859
2.0,4.0,3.2,3.2,0.861
2.32,4.64,3.6,3.6,0.866
1.6,3.2,3.96,3.96,0.863
1.32,2.64,3.56,3.56,0.879
0.28,0.56,3.52,3.52,0.86
0.72,1.44,3.92,3.92,0.855
1.6,3.2,3.76,3.76,0.862
0.0,0.0,3.32,3.32,0.853
3.08,6.16,3.04,3.04,0.855
0.48,0.96,3.72,3.72,0.842
3.48,6.96,3.64,3.64,0.838
1.12,2.24,3.36,3.36,0.87
3.72,7.44,3.84,3.84,0.869
2.2,4.4,3.4,3.4,0.859
3.12,6.24,3.24,3.24,0.827
3.24,6.48,3.44,3.44,0.858
1.0,2.0,3.16,3.16,0.894
2.72,5.44,3.8,3.8,0.849
2.36,4.72,3.6,3.6,0.872
2.76,5.52,4.0,4.0,0.864
0.76,1.52,3.92,3.92,0.873
1.36,2.72,3.56,3.56,0.869
2.04,4.08,3.2,3.2,0.874
0.16,0.32,3.12,3.12,0.846
3.12,6.24,3.04,3.04,0.828
0.52,1.04,3.72,3.72,0.842
1.64,3.28,3.96,3.96,0.86
0.32,0.64,3.52,3.52,0.857
3.52,7.04,3.64,3.64,0.852
3.76,7.52,3.84,3.84,0.855
1.64,3.28,3.76,3.76,0.861
1.16,2.32,3.36,3.36,0.874
0.04,0.08,3.32,3.32,0.842
1.04,2.08,3.16,3.16,0.868
2.24,4.48,3.4,3.4,0.865
3.16,6.32,3.24,3.24,0.842
2.76,5.52,3.8,3.8,0.859
3.28,6.56,3.44,3.44,0.847
2.4,4.8,3.6,3.6,0.872
0.2,0.4,3.12,3.12,0.868
2.8,5.6,4.0,4.0,0.847
2.08,4.16,3.2,3.2,0.871
1.4,2.8,3.56,3.56,0.88
0.8,1.6,3.92,3.92,0.844
0.56,1.12,3.72,3.72,0.821
2.8,5.6,3.8,3.8,0.86
1.68,3.36,3.96,3.96,0.863
3.8,7.6,3.84,3.84,0.83
0.36,0.72,3.52,3.52,0.841
3.56,7.12,3.64,3.64,0.844
3.16,6.32,3.04,3.04,0.844
1.68,3.36,3.76,3.76,0.878
1.2,2.4,3.36,3.36,0.878
2.28,4.56,3.4,3.4,0.892
3.2,6.4,3.24,3.24,0.844
2.84,5.68,4.0,4.0,0.88
1.08,2.16,3.16,3.16,0.877
3.32,6.64,3.44,3.44,0.839
0.08,0.16,3.32,3.32,0.866
2.12,4.24,3.2,3.2,0.87
0.24,0.48,3.12,3.12,0.857
2.44,4.88,3.6,3.6,0.849
1.44,2.88,3.56,3.56,0.855
0.84,1.68,3.92,3.92,0.858
2.84,5.68,3.8,3.8,0.877
1.72,3.44,3.96,3.96,0.865
3.2,6.4,3.04,3.04,0.824
3.84,7.68,3.84,3.84,0.843
3.6,7.2,3.64,3.64,0.846
0.6,1.2,3.72,3.72,0.842
1.72,3.44,3.76,3.76,0.863
3.36,6.72,3.44,3.44,0.856
0.4,0.8,3.52,3.52,0.857
2.32,4.64,3.4,3.4,0.86
3.24,6.48,3.24,3.24,0.827
2.88,5.76,4.0,4.0,0.887
1.12,2.24,3.16,3.16,0.871
2.16,4.32,3.2,3.2,0.873
1.24,2.48,3.36,3.36,0.861
0.12,0.24,3.32,3.32,0.841
2.48,4.96,3.6,3.6,0.875
0.28,0.56,3.12,3.12,0.863
2.88,5.76,3.8,3.8,0.859
1.48,2.96,3.56,3.56,0.863
0.64,1.28,3.72,3.72,0.849
1.76,3.52,3.76,3.76,0.87
1.76,3.52,3.96,3.96,0.864
3.28,6.56,3.24,3.24,0.847
3.88,7.76,3.84,3.84,0.856
0.88,1.76,3.92,3.92,0.831
3.4,6.8,3.44,3.44,0.833
3.64,7.28,3.64,3.64,0.839
3.24,6.48,3.04,3.04,0.834
2.36,4.72,3.4,3.4,0.853
0.16,0.32,3.32,3.32,0.859
1.16,2.32,3.16,3.16,0.876
2.92,5.84,4.0,4.0,0.86
2.2,4.4,3.2,3.2,0.87
0.44,0.88,3.52,3.52,0.851
