sigx,sigh,success_rate
1.08,1.44,0.746
0.68,2.0,0.652
3.2,2.08,0.782
2.04,1.92,0.759
1.16,2.04,0.641
1.6,1.36,0.75
0.48,2.16,0.562
0.24,1.56,0.536
3.08,1.72,0.769
2.52,1.6,0.757
3.56,1.28,0.769
2.28,2.2,0.725
3.24,2.08,0.753
0.72,2.0,0.645
2.08,1.48,0.759
1.2,2.04,0.674
1.4,1.8,0.709
1.0,1.68,0.688
0.52,2.16,0.626
3.76,1.84,0.777
1.12,1.44,0.753
2.08,1.92,0.722
1.64,1.36,0.757
2.32,2.2,0.744
3.28,2.08,0.76
0.28,1.56,0.589
3.12,1.72,0.762
1.24,2.04,0.704
2.56,1.6,0.787
3.6,1.28,0.75
0.56,2.16,0.595
0.76,2.0,0.654
2.12,1.48,0.78
1.44,1.8,0.724
1.04,1.68,0.717
3.8,1.84,0.766
1.16,1.44,0.721
2.36,2.2,0.763
3.32,2.08,0.767
2.12,1.92,0.73
1.28,2.04,0.687
1.68,1.36,0.776
0.6,2.16,0.592
0.32,1.56,0.599
3.16,1.72,0.746
2.6,1.6,0.752
3.64,1.28,0.761
2.4,2.2,0.738
3.36,2.08,0.745
0.8,2.0,0.666
2.16,1.48,0.762
1.32,2.04,0.688
1.48,1.8,0.719
1.08,1.68,0.74
3.84,1.84,0.774
0.64,2.16,0.633
1.2,1.44,0.751
2.16,1.92,0.73
1.72,1.36,0.763
2.44,2.2,0.73
3.4,2.08,0.766
0.36,1.56,0.609
3.2,1.72,0.778
1.36,2.04,0.691
2.64,1.6,0.773
3.68,1.28,0.783
0.68,2.16,0.643
0.84,2.0,0.692
2.2,1.48,0.777
1.12,1.68,0.728
1.52,1.8,0.727
3.88,1.84,0.768
1.24,1.44,0.759
2.48,2.2,0.73
3.44,2.08,0.776
2.2,1.92,0.726
1.4,2.04,0.673
1.76,1.36,0.771
0.72,2.16,0.63
0.4,1.56,0.624
3.24,1.72,0.762
2.68,1.6,0.773
3.72,1.28,0.777
2.52,2.2,0.731
3.48,2.08,0.771
0.88,2.0,0.657
2.24,1.48,0.786
1.44,2.04,0.682
1.16,1.68,0.715
1.56,1.8,0.745
3.92,1.84,0.774
0.76,2.16,0.624
1.28,1.44,0.747
2.24,1.92,0.768
1.8,1.36,0.776
2.56,2.2,0.727
3.52,2.08,0.769
0.44,1.56,0.631
3.28,1.72,0.77
1.48,2.04,0.714
2.72,1.6,0.766
3.76,1.28,0.772
0.8,2.16,0.645
0.92,2.0,0.695
2.28,1.48,0.774
1.2,1.68,0.734
3.96,1.84,0.751
1.6,1.8,0.729
1.32,1.44,0.734
2.6,2.2,0.721
3.56,2.08,0.785
2.28,1.92,0.723
1.52,2.04,0.707
1.84,1.36,0.775
0.84,2.16,0.65
0.48,1.56,0.656
3.32,1.72,0.781
2.76,1.6,0.775
3.8,1.28,0.766
2.64,2.2,0.736
3.6,2.08,0.78
0.96,2.0,0.675
2.32,1.48,0.762
1.56,2.04,0.715
1.24,1.68,0.743
4.0,1.84,0.752
1.64,1.8,0.74
0.88,2.16,0.645
1.36,1.44,0.74
2.32,1.92,0.755
1.88,1.36,0.765
2.68,2.2,0.754
3.64,2.08,0.781
0.52,1.56,0.635
3.36,1.72,0.749
1.6,2.04,0.713
2.8,1.6,0.786
3.84,1.28,0.774
0.92,2.16,0.65
1.0,2.0,0.699
2.36,1.48,0.78
1.28,1.68,0.734
0.0,1.88,0.088
1.68,1.8,0.738
1.4,1.44,0.755
2.72,2.2,0.761
2.36,1.92,0.735
3.68,2.08,0.753
1.64,2.04,0.704
1.92,1.36,0.749
0.96,2.16,0.656
0.56,1.56,0.666
3.4,1.72,0.769
2.84,1.6,0.786
3.88,1.28,0.797
2.76,2.2,0.72
3.72,2.08,0.765
1.04,2.0,0.691
2.4,1.48,0.763
1.68,2.04,0.718
1.32,1.68,0.739
1.72,1.8,0.767
0.04,1.88,0.313
1.0,2.16,0.649
1.44,1.44,0.743
2.4,1.92,0.727
1.96,1.36,0.762
2.8,2.2,0.745
0.6,1.56,0.66
3.76,2.08,0.776
3.44,1.72,0.762
1.72,2.04,0.711
2.88,1.6,0.741
3.92,1.28,0.783
1.04,2.16,0.652
1.08,2.0,0.659
2.44,1.48,0.771
1.36,1.68,0.734
0.08,1.88,0.403
1.76,1.8,0.732
1.48,1.44,0.752
2.84,2.2,0.77
2.44,1.92,0.745
3.8,2.08,0.734
2.0,1.36,0.769
1.76,2.04,0.701
1.08,2.16,0.674
0.64,1.56,0.677
3.48,1.72,0.749
2.92,1.6,0.789
3.96,1.28,0.756
2.88,2.2,0.754
1.12,2.0,0.682
2.48,1.48,0.787
3.84,2.08,0.783
1.4,1.68,0.735
1.8,2.04,0.717
0.12,1.88,0.439
1.8,1.8,0.749
1.12,2.16,0.673
1.52,1.44,0.746
2.48,1.92,0.756
2.04,1.36,0.784
2.92,2.2,0.753
0.68,1.56,0.681
3.88,2.08,0.785
3.52,1.72,0.777
1.84,2.04,0.727
2.96,1.6,0.752
4.0,1.28,0.773
1.16,2.16,0.703
1.16,2.0,0.695
2.52,1.48,0.788
1.44,1.68,0.757
0.16,1.88,0.456
1.84,1.8,0.746
1.56,1.44,0.755
2.96,2.2,0.765
2.52,1.92,0.777
3.92,2.08,0.754
2.08,1.36,0.768
1.88,2.04,0.733
1.2,2.16,0.679
0.72,1.56,0.686
3.56,1.72,0.773
3.0,1.6,0.77
0.0,1.32,0.098
3.0,2.2,0.768
1.2,2.0,0.669
3.96,2.08,0.783
2.56,1.48,0.766
1.48,1.68,0.723
0.2,1.88,0.529
1.88,1.8,0.753
1.92,2.04,0.724
1.24,2.16,0.665
1.6,1.44,0.744
2.56,1.92,0.738
2.12,1.36,0.773
3.04,2.2,0.744
0.76,1.56,0.693
4.0,2.08,0.778
3.6,1.72,0.769
3.04,1.6,0.773
0.04,1.32,0.39
1.96,2.04,0.733
1.28,2.16,0.697
1.24,2.0,0.701
2.6,1.48,0.788
1.52,1.68,0.727
0.24,1.88,0.539
1.92,1.8,0.767
1.64,1.44,0.743
2.6,1.92,0.76
3.08,2.2,0.746
0.0,2.12,0.088
2.16,1.36,0.777
2.0,2.04,0.738
1.32,2.16,0.7
0.8,1.56,0.693
3.64,1.72,0.794
3.08,1.6,0.77
0.08,1.32,0.451
1.28,2.0,0.685
2.64,1.48,0.773
1.56,1.68,0.73
3.12,2.2,0.743
0.28,1.88,0.557
1.96,1.8,0.728
1.68,1.44,0.761
0.04,2.12,0.302
2.04,2.04,0.747
2.64,1.92,0.74
1.36,2.16,0.676
2.2,1.36,0.796
0.84,1.56,0.711
3.68,1.72,0.751
3.12,1.6,0.758
3.16,2.2,0.787
0.12,1.32,0.531
0.08,2.12,0.365
2.08,2.04,0.746
1.32,2.0,0.714
2.68,1.48,0.764
1.4,2.16,0.704
1.6,1.68,0.747
0.32,1.88,0.576
2.0,1.8,0.723
1.72,1.44,0.757
2.68,1.92,0.758
2.24,1.36,0.802
3.2,2.2,0.744
0.12,2.12,0.38
2.12,2.04,0.733
0.88,1.56,0.697
3.72,1.72,0.756
1.44,2.16,0.672
3.16,1.6,0.787
0.16,1.32,0.557
1.36,2.0,0.697
2.72,1.48,0.776
1.64,1.68,0.734
0.36,1.88,0.576
2.04,1.8,0.739
3.24,2.2,0.764
0.12,2.28,0.411
2.72,1.92,0.756
2.16,2.04,0.739
1.48,2.16,0.683
0.16,2.12,0.455
2.28,1.36,0.785
0.92,1.56,0.684
3.76,1.72,0.781
3.2,1.6,0.765
0.2,1.32,0.581
3.28,2.2,0.749
1.4,2.0,0.682
2.2,2.04,0.734
2.76,1.48,0.775
1.52,2.16,0.695
0.2,2.12,0.482
1.68,1.68,0.729
0.4,1.88,0.582
2.08,1.8,0.751
0.16,2.28,0.44
2.76,1.92,0.758
2.32,1.36,0.777
3.32,2.2,0.758
3.8,1.72,0.783
0.96,1.56,0.673
2.24,2.04,0.747
1.56,2.16,0.709
0.24,2.12,0.511
3.24,1.6,0.766
0.24,1.32,0.6
2.8,1.48,0.799
1.44,2.0,0.704
1.72,1.68,0.751
0.44,1.88,0.61
2.12,1.8,0.75
0.2,2.28,0.467
3.36,2.2,0.746
2.8,1.92,0.76
2.28,2.04,0.754
1.6,2.16,0.707
2.36,1.36,0.766
0.28,2.12,0.533
3.84,1.72,0.794
1.0,1.56,0.706
3.28,1.6,0.779
0.28,1.32,0.611
3.4,2.2,0.771
2.84,1.48,0.792
2.32,2.04,0.724
1.76,1.68,0.741
1.64,2.16,0.693
1.48,2.0,0.71
0.32,2.12,0.535
0.48,1.88,0.61
2.16,1.8,0.748
0.24,2.28,0.463
2.84,1.92,0.752
2.4,1.36,0.784
3.44,2.2,0.753
3.88,1.72,0.77
1.04,1.56,0.707
2.36,2.04,0.724
1.68,2.16,0.698
0.36,2.12,0.556
3.32,1.6,0.769
0.32,1.32,0.631
2.88,1.48,0.754
1.8,1.68,0.745
0.52,1.88,0.612
2.2,1.8,0.734
1.52,2.0,0.708
0.28,2.28,0.496
3.48,2.2,0.747
2.88,1.92,0.768
2.4,2.04,0.726
1.72,2.16,0.699
2.44,1.36,0.781
0.4,2.12,0.559
3.92,1.72,0.78
1.08,1.56,0.718
3.36,1.6,0.759
3.52,2.2,0.779
0.36,1.32,0.648
2.92,1.48,0.794
2.44,2.04,0.737
1.84,1.68,0.756
1.76,2.16,0.71
0.56,1.88,0.641
0.44,2.12,0.583
2.24,1.8,0.782
1.56,2.0,0.715
0.32,2.28,0.534
2.92,1.92,0.762
2.48,1.36,0.791
3.56,2.2,0.773
3.96,1.72,0.793
1.12,1.56,0.735
2.48,2.04,0.754
1.8,2.16,0.716
0.48,2.12,0.62
3.4,1.6,0.769
0.4,1.32,0.637
2.96,1.48,0.775
1.88,1.68,0.74
0.6,1.88,0.635
2.28,1.8,0.75
1.6,2.0,0.7
0.36,2.28,0.545
3.6,2.2,0.751
2.96,1.92,0.759
2.52,2.04,0.727
1.84,2.16,0.733
2.52,1.36,0.769
0.52,2.12,0.585
4.0,1.72,0.784
1.16,1.56,0.705
3.44,1.6,0.791
3.64,2.2,0.752
0.44,1.32,0.655
3.0,1.48,0.802
1.92,1.68,0.754
2.56,2.04,0.763
1.88,2.16,0.742
0.64,1.88,0.626
2.32,1.8,0.732
0.56,2.12,0.611
1.64,2.0,0.746
0.4,2.28,0.534
3.0,1.92,0.762
2.56,1.36,0.773
3.68,2.2,0.758
0.0,1.76,0.098
1.2,1.56,0.72
2.6,2.04,0.743
1.92,2.16,0.711
0.6,2.12,0.629
3.48,1.6,0.76
0.48,1.32,0.692
3.04,1.48,0.779
1.96,1.68,0.735
0.68,1.88,0.644
2.36,1.8,0.761
1.68,2.0,0.703
0.44,2.28,0.534
3.72,2.2,0.762
3.04,1.92,0.733
1.96,2.16,0.753
2.64,2.04,0.736
2.6,1.36,0.784
0.64,2.12,0.606
0.04,1.76,0.329
1.24,1.56,0.729
3.52,1.6,0.778
3.76,2.2,0.754
0.52,1.32,0.668
3.08,1.48,0.769
2.0,1.68,0.736
2.0,2.16,0.707
2.68,2.04,0.736
0.72,1.88,0.64
2.4,1.8,0.745
0.68,2.12,0.601
1.72,2.0,0.702
0.48,2.28,0.556
3.08,1.92,0.761
2.64,1.36,0.776
3.8,2.2,0.768
0.08,1.76,0.402
1.28,1.56,0.749
2.72,2.04,0.744
2.04,2.16,0.731
0.72,2.12,0.608
3.56,1.6,0.776
0.56,1.32,0.647
3.12,1.48,0.762
2.04,1.68,0.749
0.76,1.88,0.668
2.44,1.8,0.755
1.76,2.0,0.725
0.52,2.28,0.57
3.84,2.2,0.747
3.12,1.92,0.775
2.08,2.16,0.74
2.76,2.04,0.775
2.68,1.36,0.79
0.76,2.12,0.613
0.12,1.76,0.459
1.32,1.56,0.756
3.6,1.6,0.774
3.88,2.2,0.771
0.6,1.32,0.708
3.16,1.48,0.781
2.08,1.68,0.776
2.12,2.16,0.743
0.8,1.88,0.662
2.8,2.04,0.752
2.48,1.8,0.758
0.8,2.12,0.652
1.8,2.0,0.705
0.56,2.28,0.579
3.16,1.92,0.77
2.72,1.36,0.787
3.92,2.2,0.747
0.16,1.76,0.467
1.36,1.56,0.732
2.16,2.16,0.738
2.84,2.04,0.745
3.64,1.6,0.778
0.84,2.12,0.621
0.64,1.32,0.675
3.2,1.48,0.777
2.12,1.68,0.72
0.84,1.88,0.672
2.52,1.8,0.739
1.84,2.0,0.699
0.6,2.28,0.6
3.96,2.2,0.769
3.2,1.92,0.775
2.2,2.16,0.732
2.76,1.36,0.791
2.88,2.04,0.749
0.88,2.12,0.623
0.2,1.76,0.542
1.4,1.56,0.743
3.68,1.6,0.775
4.0,2.2,0.755
0.68,1.32,0.711
3.24,1.48,0.791
2.16,1.68,0.753
0.88,1.88,0.656
2.24,2.16,0.731
2.92,2.04,0.756
2.56,1.8,0.731
0.92,2.12,0.68
1.88,2.0,0.723
0.64,2.28,0.613
3.24,1.92,0.764
2.8,1.36,0.777
0.0,2.24,0.093
0.24,1.76,0.532
1.44,1.56,0.738
2.28,2.16,0.733
2.96,2.04,0.733
3.72,1.6,0.778
0.96,2.12,0.673
0.72,1.32,0.706
3.28,1.48,0.775
2.2,1.68,0.753
0.92,1.88,0.651
2.6,1.8,0.748
1.92,2.0,0.723
0.68,2.28,0.59
0.04,2.24,0.279
3.28,1.92,0.76
2.84,1.36,0.766
2.32,2.16,0.723
3.0,2.04,0.759
1.0,2.12,0.66
0.28,1.76,0.55
1.48,1.56,0.736
3.76,1.6,0.77
0.08,2.24,0.367
0.76,1.32,0.708
3.32,1.48,0.778
2.24,1.68,0.768
0.96,1.88,0.673
2.36,2.16,0.742
3.04,2.04,0.762
2.64,1.8,0.758
1.96,2.0,0.709
1.04,2.12,0.677
0.72,2.28,0.613
3.32,1.92,0.768
2.88,1.36,0.776
0.12,2.24,0.376
0.32,1.76,0.599
1.52,1.56,0.742
2.4,2.16,0.747
3.08,2.04,0.777
3.8,1.6,0.778
1.08,2.12,0.656
0.8,1.32,0.716
3.36,1.48,0.763
2.28,1.68,0.744
1.0,1.88,0.697
2.68,1.8,0.762
2.0,2.0,0.726
0.76,2.28,0.637
0.16,2.24,0.44
3.36,1.92,0.764
2.92,1.36,0.787
2.44,2.16,0.735
3.12,2.04,0.765
1.12,2.12,0.695
0.36,1.76,0.578
1.56,1.56,0.754
3.84,1.6,0.75
0.2,2.24,0.478
0.84,1.32,0.72
3.4,1.48,0.764
2.32,1.68,0.753
1.04,1.88,0.694
2.48,2.16,0.725
3.16,2.04,0.756
2.72,1.8,0.762
2.04,2.0,0.728
1.16,2.12,0.68
0.8,2.28,0.62
3.4,1.92,0.783
2.96,1.36,0.778
0.24,2.24,0.471
0.4,1.76,0.597
1.6,1.56,0.739
3.2,2.04,0.766
2.52,2.16,0.733
3.88,1.6,0.785
1.2,2.12,0.686
0.88,1.32,0.707
3.44,1.48,0.751
2.36,1.68,0.755
1.08,1.88,0.678
2.76,1.8,0.748
2.08,2.0,0.752
0.84,2.28,0.613
0.28,2.24,0.513
3.44,1.92,0.774
3.0,1.36,0.784
3.24,2.04,0.759
2.56,2.16,0.729
1.24,2.12,0.704
0.44,1.76,0.584
1.64,1.56,0.738
3.92,1.6,0.762
0.32,2.24,0.48
0.92,1.32,0.746
3.48,1.48,0.797
2.4,1.68,0.762
1.12,1.88,0.715
3.28,2.04,0.755
2.8,1.8,0.774
2.6,2.16,0.734
2.12,2.0,0.738
1.28,2.12,0.697
0.88,2.28,0.653
3.48,1.92,0.738
3.04,1.36,0.764
0.36,2.24,0.527
0.48,1.76,0.629
1.68,1.56,0.755
3.32,2.04,0.78
3.96,1.6,0.75
2.64,2.16,0.761
1.32,2.12,0.699
0.96,1.32,0.705
2.44,1.68,0.776
3.52,1.48,0.793
1.16,1.88,0.693
2.84,1.8,0.751
2.16,2.0,0.748
0.92,2.28,0.619
0.4,2.24,0.548
3.52,1.92,0.772
3.08,1.36,0.791
3.36,2.04,0.759
2.68,2.16,0.732
1.36,2.12,0.713
0.52,1.76,0.607
1.72,1.56,0.773
4.0,1.6,0.782
0.44,2.24,0.566
1.0,1.32,0.715
2.48,1.68,0.753
3.56,1.48,0.764
1.2,1.88,0.684
3.4,2.04,0.763
2.88,1.8,0.749
2.72,2.16,0.752
2.2,2.0,0.714
1.4,2.12,0.701
0.96,2.28,0.65
3.56,1.92,0.746
3.12,1.36,0.786
0.48,2.24,0.586
0.56,1.76,0.623
1.76,1.56,0.762
3.44,2.04,0.773
0.0,1.64,0.1
2.76,2.16,0.757
1.44,2.12,0.699
1.04,1.32,0.724
2.52,1.68,0.764
3.6,1.48,0.775
1.24,1.88,0.704
2.92,1.8,0.783
2.24,2.0,0.738
1.0,2.28,0.645
3.6,1.92,0.755
0.52,2.24,0.575
3.16,1.36,0.757
3.48,2.04,0.778
2.8,2.16,0.722
1.48,2.12,0.725
0.6,1.76,0.674
1.8,1.56,0.761
0.04,1.64,0.343
0.56,2.24,0.604
2.48,2.32,0.728
2.56,1.68,0.751
3.64,1.48,0.779
1.28,1.88,0.678
3.52,2.04,0.757
2.96,1.8,0.793
2.84,2.16,0.731
2.28,2.0,0.759
1.04,2.28,0.673
1.52,2.12,0.705
3.64,1.92,0.776
3.2,1.36,0.788
0.64,1.76,0.613
0.6,2.24,0.593
1.84,1.56,0.759
0.08,1.64,0.445
3.56,2.04,0.776
2.88,2.16,0.739
1.56,2.12,0.707
2.52,2.32,0.712
2.6,1.68,0.749
3.68,1.48,0.79
1.32,1.88,0.704
3.0,1.8,0.772
2.32,2.0,0.75
1.08,2.28,0.672
3.68,1.92,0.769
0.64,2.24,0.602
3.24,1.36,0.793
3.6,2.04,0.743
2.92,2.16,0.756
1.6,2.12,0.689
0.68,1.76,0.636
1.88,1.56,0.758
0.12,1.64,0.499
0.68,2.24,0.616
2.64,1.68,0.761
2.56,2.32,0.707
3.72,1.48,0.762
1.36,1.88,0.707
3.04,1.8,0.783
3.64,2.04,0.757
2.96,2.16,0.746
2.36,2.0,0.766
1.12,2.28,0.634
1.64,2.12,0.72
3.72,1.92,0.789
3.28,1.36,0.784
0.72,1.76,0.654
0.72,2.24,0.616
1.92,1.56,0.774
0.16,1.64,0.504
3.68,2.04,0.761
3.0,2.16,0.752
1.68,2.12,0.698
2.68,1.68,0.744
2.6,2.32,0.726
3.76,1.48,0.784
1.4,1.88,0.707
3.08,1.8,0.769
2.4,2.0,0.738
1.16,2.28,0.658
3.76,1.92,0.754
0.76,2.24,0.641
3.32,1.36,0.767
3.72,2.04,0.741
3.04,2.16,0.744
1.72,2.12,0.709
0.76,1.76,0.643
1.96,1.56,0.761
0.2,1.64,0.535
0.8,2.24,0.599
2.72,1.68,0.769
2.64,2.32,0.742
3.8,1.48,0.793
1.44,1.88,0.71
3.12,1.8,0.771
3.76,2.04,0.796
3.08,2.16,0.746
2.44,2.0,0.756
1.2,2.28,0.655
1.76,2.12,0.716
3.8,1.92,0.77
3.36,1.36,0.786
0.8,1.76,0.683
2.0,1.56,0.749
0.84,2.24,0.638
0.24,1.64,0.546
3.8,2.04,0.754
3.12,2.16,0.761
1.8,2.12,0.723
2.76,1.68,0.751
2.68,2.32,0.734
3.84,1.48,0.772
1.48,1.88,0.722
3.16,1.8,0.768
2.48,2.0,0.745
1.24,2.28,0.663
3.84,1.92,0.789
0.88,2.24,0.649
3.4,1.36,0.774
3.84,2.04,0.767
3.16,2.16,0.756
1.84,2.12,0.719
0.84,1.76,0.673
2.04,1.56,0.761
0.28,1.64,0.554
0.92,2.24,0.646
2.8,1.68,0.76
2.72,2.32,0.736
3.88,1.48,0.765
1.52,1.88,0.702
3.2,1.8,0.767
3.88,2.04,0.761
3.2,2.16,0.749
2.52,2.0,0.764
1.28,2.28,0.673
1.88,2.12,0.728
3.88,1.92,0.78
0.8,2.4,0.614
0.88,1.76,0.7
2.08,1.56,0.747
0.96,2.24,0.681
0.32,1.64,0.601
3.24,2.16,0.771
3.92,2.04,0.76
1.92,2.12,0.749
2.84,1.68,0.758
2.76,2.32,0.728
1.56,1.88,0.719
3.92,1.48,0.801
3.24,1.8,0.787
2.56,2.0,0.752
1.32,2.28,0.689
3.92,1.92,0.739
1.0,2.24,0.645
0.84,2.4,0.604
3.96,2.04,0.791
3.28,2.16,0.765
1.96,2.12,0.728
0.92,1.76,0.684
2.12,1.56,0.758
0.36,1.64,0.615
2.88,1.68,0.777
1.04,2.24,0.661
2.8,2.32,0.752
1.6,1.88,0.693
3.96,1.48,0.788
3.28,1.8,0.797
1.36,2.28,0.68
2.6,2.0,0.736
4.0,2.04,0.744
3.32,2.16,0.725
2.0,2.12,0.728
3.96,1.92,0.755
0.88,2.4,0.642
0.96,1.76,0.69
2.16,1.56,0.767
1.08,2.24,0.641
0.4,1.64,0.607
3.36,2.16,0.766
0.0,2.08,0.107
2.04,2.12,0.744
2.92,1.68,0.773
2.84,2.32,0.759
1.64,1.88,0.718
4.0,1.48,0.802
3.32,1.8,0.765
1.4,2.28,0.665
2.64,2.0,0.753
4.0,1.92,0.757
1.12,2.24,0.655
0.92,2.4,0.647
3.4,2.16,0.774
0.04,2.08,0.29
2.08,2.12,0.718
1.0,1.76,0.704
2.2,1.56,0.742
0.44,1.64,0.614
2.96,1.68,0.785
2.88,2.32,0.729
1.16,2.24,0.644
1.68,1.88,0.725
0.0,1.52,0.105
3.36,1.8,0.783
1.44,2.28,0.71
3.44,2.16,0.762
2.68,2.0,0.746
0.08,2.08,0.396
2.12,2.12,0.739
0.0,1.96,0.093
0.96,2.4,0.659
1.04,1.76,0.724
2.24,1.56,0.766
1.2,2.24,0.693
0.48,1.64,0.598
3.48,2.16,0.728
0.12,2.08,0.409
2.16,2.12,0.715
3.0,1.68,0.74
2.92,2.32,0.747
1.72,1.88,0.72
0.04,1.52,0.348
3.4,1.8,0.764
1.48,2.28,0.672
2.72,2.0,0.758
0.04,1.96,0.291
1.24,2.24,0.7
1.0,2.4,0.656
3.52,2.16,0.764
0.16,2.08,0.451
2.2,2.12,0.722
1.08,1.76,0.707
2.28,1.56,0.746
0.52,1.64,0.667
3.04,1.68,0.77
2.96,2.32,0.752
1.28,2.24,0.679
1.76,1.88,0.722
3.16,2.44,0.702
3.44,1.8,0.773
1.52,2.28,0.697
3.56,2.16,0.739
2.76,2.0,0.757
0.2,2.08,0.479
2.24,2.12,0.717
0.08,1.96,0.4
1.04,2.4,0.67
1.12,1.76,0.721
2.32,1.56,0.74
1.32,2.24,0.679
0.56,1.64,0.645
3.6,2.16,0.744
0.24,2.08,0.491
2.28,2.12,0.731
3.08,1.68,0.798
3.0,2.32,0.737
1.8,1.88,0.719
3.2,2.44,0.758
3.48,1.8,0.77
1.56,2.28,0.673
1.48,2.52,0.688
0.12,1.96,0.442
1.16,1.76,0.698
1.08,2.4,0.658
3.64,2.16,0.785
0.28,2.08,0.549
2.32,2.12,0.721
2.36,1.56,0.754
1.36,2.24,0.682
0.6,1.64,0.617
1.2,1.76,0.724
3.84,2.56,0.738
3.04,2.32,0.727
1.84,1.88,0.731
3.24,2.44,0.74
3.52,1.8,0.771
1.6,2.28,0.681
3.68,2.16,0.759
1.52,2.52,0.66
0.32,2.08,0.53
2.36,2.12,0.732
0.16,1.96,0.451
1.12,2.4,0.667
1.24,1.76,0.732
2.4,1.56,0.769
1.4,2.24,0.668
0.64,1.64,0.637
3.72,2.16,0.75
0.36,2.08,0.545
2.4,2.12,0.742
3.88,2.56,0.735
3.08,2.32,0.757
1.88,1.88,0.719
3.28,2.44,0.724
3.56,1.8,0.767
1.64,2.28,0.702
1.56,2.52,0.68
0.2,1.96,0.514
1.28,1.76,0.709
1.16,2.4,0.637
3.76,2.16,0.76
0.4,2.08,0.567
2.44,2.12,0.729
2.16,2.64,0.695
1.44,2.24,0.672
0.68,1.64,0.687
1.32,1.76,0.724
3.92,2.56,0.73
3.12,2.32,0.728
1.92,1.88,0.738
3.32,2.44,0.737
3.6,1.8,0.761
1.68,2.28,0.708
3.8,2.16,0.746
1.6,2.52,0.692
0.44,2.08,0.593
2.48,2.12,0.745
0.24,1.96,0.527
1.2,2.4,0.654
1.36,1.76,0.728
2.2,2.64,0.71
1.48,2.24,0.716
0.72,1.64,0.666
3.84,2.16,0.761
0.48,2.08,0.608
2.52,2.12,0.755
3.96,2.56,0.732
3.16,2.32,0.758
1.96,1.88,0.751
3.36,2.44,0.767
3.64,1.8,0.772
1.72,2.28,0.713
1.64,2.52,0.669
0.28,1.96,0.529
1.4,1.76,0.698
1.24,2.4,0.67
3.88,2.16,0.773
0.52,2.08,0.617
2.56,2.12,0.745
2.24,2.64,0.696
1.52,2.24,0.688
0.48,2.72,0.552
4.0,2.56,0.772
3.2,2.32,0.767
2.84,2.76,0.716
2.0,1.88,0.75
3.4,2.44,0.764
3.68,1.8,0.798
1.76,2.28,0.704
3.92,2.16,0.75
1.68,2.52,0.681
0.56,2.08,0.603
2.6,2.12,0.748
0.32,1.96,0.573
1.28,2.4,0.657
2.88,2.76,0.721
2.28,2.64,0.703
1.56,2.24,0.686
0.52,2.72,0.524
3.96,2.16,0.758
0.6,2.08,0.616
2.64,2.12,0.743
0.0,2.6,0.124
3.24,2.32,0.734
2.04,1.88,0.748
3.44,2.44,0.749
3.72,1.8,0.741
1.8,2.28,0.701
1.72,2.52,0.702
0.36,1.96,0.566
2.92,2.76,0.717
1.32,2.4,0.652
4.0,2.16,0.781
0.64,2.08,0.622
2.68,2.12,0.75
1.6,2.24,0.697
2.32,2.64,0.692
0.56,2.72,0.573
0.04,2.6,0.249
3.28,2.32,0.732
2.96,2.76,0.723
2.08,1.88,0.745
3.48,2.44,0.773
3.76,1.8,0.747
1.84,2.28,0.715
0.0,2.2,0.084
1.76,2.52,0.694
2.72,2.12,0.758
0.68,2.08,0.624
0.4,1.96,0.571
1.36,2.4,0.664
1.64,2.24,0.677
2.36,2.64,0.706
3.0,2.76,0.708
0.6,2.72,0.567
0.04,2.2,0.298
2.76,2.12,0.728
0.72,2.08,0.62
0.08,2.6,0.321
3.32,2.32,0.761
1.16,2.84,0.656
3.52,2.88,0.747
3.52,2.44,0.74
1.88,2.28,0.701
1.8,2.52,0.687
1.84,2.96,0.663
3.04,2.76,0.733
1.4,2.4,0.682
0.08,2.2,0.383
2.8,2.12,0.733
0.76,2.08,0.623
1.68,2.24,0.688
2.4,2.64,0.711
0.64,2.72,0.576
0.12,2.6,0.363
3.36,2.32,0.756
1.2,2.84,0.65
3.08,2.76,0.701
3.56,2.88,0.749
1.92,2.28,0.717
3.56,2.44,0.749
0.12,2.2,0.385
1.84,2.52,0.689
1.88,2.96,0.629
2.84,2.12,0.749
0.8,2.08,0.665
1.44,2.4,0.662
1.72,2.24,0.7
2.44,2.64,0.711
3.12,2.76,0.736
0.16,2.2,0.419
0.68,2.72,0.583
0.16,2.6,0.439
2.88,2.12,0.757
3.4,2.32,0.732
0.84,2.08,0.664
1.24,2.84,0.614
3.6,2.88,0.735
1.96,2.28,0.712
3.6,2.44,0.741
1.88,2.52,0.681
1.92,2.96,0.689
3.16,2.76,0.717
1.48,2.4,0.661
0.2,2.2,0.481
2.92,2.12,0.75
1.76,2.24,0.715
0.88,2.08,0.651
2.48,2.64,0.703
0.72,2.72,0.577
0.2,2.6,0.423
3.44,2.32,0.754
1.28,2.84,0.627
3.2,2.76,0.728
3.64,2.88,0.709
2.0,2.28,0.716
3.64,2.44,0.745
0.24,2.2,0.5
1.92,2.52,0.738
1.96,2.96,0.68
2.96,2.12,0.745
0.92,2.08,0.661
1.52,2.4,0.682
1.8,2.24,0.722
2.52,2.64,0.699
3.24,2.76,0.73
0.28,2.2,0.52
0.76,2.72,0.578
0.24,2.6,0.459
3.0,2.12,0.766
3.48,2.32,0.73
0.96,2.08,0.675
1.32,2.84,0.64
