sigx1,sigx2,sigh1,sigh2,success_rate
2.2,4.4,3.64,3.64,0.884
3.6,7.2,3.12,3.12,0.807
3.0,6.0,3.48,3.48,0.866
0.88,1.76,3.4,3.4,0.811
1.92,3.84,3.44,3.44,0.853
3.28,6.56,3.68,3.68,0.862
1.4,2.8,3.8,3.8,0.849
1.56,3.12,4.0,4.0,0.848
0.32,0.64,3.76,3.76,0.623
0.64,1.28,3.2,3.2,0.75
1.72,3.44,3.24,3.24,0.875
2.52,5.04,3.08,3.08,0.846
1.12,2.24,3.6,3.6,0.854
3.88,7.76,3.32,3.32,0.791
2.8,5.6,3.28,3.28,0.855
0.6,1.2,3.96,3.96,0.717
3.56,7.12,3.88,3.88,0.85
1.56,3.12,3.04,3.04,0.86
0.08,0.16,3.56,3.56,0.347
2.48,4.96,3.84,3.84,0.852
2.24,4.48,3.64,3.64,0.875
3.64,7.28,3.12,3.12,0.781
3.04,6.08,3.48,3.48,0.867
0.92,1.84,3.4,3.4,0.819
1.96,3.92,3.44,3.44,0.875
3.32,6.64,3.68,3.68,0.838
1.44,2.88,3.8,3.8,0.845
1.6,3.2,4.0,4.0,0.849
0.36,0.72,3.76,3.76,0.64
0.68,1.36,3.2,3.2,0.781
1.76,3.52,3.24,3.24,0.865
1.16,2.32,3.6,3.6,0.847
3.92,7.84,3.32,3.32,0.776
2.84,5.68,3.28,3.28,0.839
2.56,5.12,3.08,3.08,0.843
0.64,1.28,3.96,3.96,0.718
3.6,7.2,3.88,3.88,0.833
1.6,3.2,3.04,3.04,0.869
0.12,0.24,3.56,3.56,0.414
2.28,4.56,3.64,3.64,0.877
2.52,5.04,3.84,3.84,0.87
0.96,1.92,3.4,3.4,0.813
3.08,6.16,3.48,3.48,0.845
3.68,7.36,3.12,3.12,0.767
2.0,4.0,3.44,3.44,0.866
3.36,6.72,3.68,3.68,0.834
1.48,2.96,3.8,3.8,0.85
1.64,3.28,4.0,4.0,0.852
0.72,1.44,3.2,3.2,0.797
1.8,3.6,3.24,3.24,0.859
0.4,0.8,3.76,3.76,0.68
3.96,7.92,3.32,3.32,0.768
1.2,2.4,3.6,3.6,0.83
2.88,5.76,3.28,3.28,0.861
2.6,5.2,3.08,3.08,0.827
0.68,1.36,3.96,3.96,0.743
3.64,7.28,3.88,3.88,0.831
1.64,3.28,3.04,3.04,0.888
2.32,4.64,3.64,3.64,0.865
0.16,0.32,3.56,3.56,0.442
2.56,5.12,3.84,3.84,0.876
2.04,4.08,3.44,3.44,0.851
1.0,2.0,3.4,3.4,0.802
3.72,7.44,3.12,3.12,0.784
3.12,6.24,3.48,3.48,0.863
3.4,6.8,3.68,3.68,0.84
1.52,3.04,3.8,3.8,0.859
1.68,3.36,4.0,4.0,0.857
0.76,1.52,3.2,3.2,0.793
1.84,3.68,3.24,3.24,0.861
0.44,0.88,3.76,3.76,0.67
2.64,5.28,3.08,3.08,0.865
4.0,8.0,3.32,3.32,0.79
2.92,5.84,3.28,3.28,0.822
1.24,2.48,3.6,3.6,0.84
0.72,1.44,3.96,3.96,0.763
1.68,3.36,3.04,3.04,0.863
3.68,7.36,3.88,3.88,0.849
2.6,5.2,3.84,3.84,0.863
0.2,0.4,3.56,3.56,0.496
2.36,4.72,3.64,3.64,0.857
2.08,4.16,3.44,3.44,0.88
1.04,2.08,3.4,3.4,0.826
3.16,6.32,3.48,3.48,0.835
3.76,7.52,3.12,3.12,0.763
3.44,6.88,3.68,3.68,0.823
1.56,3.12,3.8,3.8,0.826
1.72,3.44,4.0,4.0,0.857
1.88,3.76,3.24,3.24,0.878
0.8,1.6,3.2,3.2,0.811
0.48,0.96,3.76,3.76,0.692
2.68,5.36,3.08,3.08,0.835
0.0,0.0,3.36,3.36,0.178
2.96,5.92,3.28,3.28,0.849
1.28,2.56,3.6,3.6,0.846
0.76,1.52,3.96,3.96,0.763
1.72,3.44,3.04,3.04,0.862
3.72,7.44,3.88,3.88,0.83
2.64,5.28,3.84,3.84,0.88
0.24,0.48,3.56,3.56,0.542
2.4,4.8,3.64,3.64,0.862
2.12,4.24,3.44,3.44,0.87
3.8,7.6,3.12,3.12,0.783
3.2,6.4,3.48,3.48,0.868
1.08,2.16,3.4,3.4,0.824
3.48,6.96,3.68,3.68,0.855
1.6,3.2,3.8,3.8,0.849
1.76,3.52,4.0,4.0,0.85
1.92,3.84,3.24,3.24,0.862
0.84,1.68,3.2,3.2,0.831
1.32,2.64,3.6,3.6,0.847
0.8,1.6,3.96,3.96,0.779
0.52,1.04,3.76,3.76,0.698
0.04,0.08,3.36,3.36,0.292
3.0,6.0,3.28,3.28,0.847
2.72,5.44,3.08,3.08,0.832
1.76,3.52,3.04,3.04,0.863
3.76,7.52,3.88,3.88,0.827
2.68,5.36,3.84,3.84,0.859
0.28,0.56,3.56,3.56,0.574
2.16,4.32,3.44,3.44,0.871
3.52,7.04,3.68,3.68,0.838
2.44,4.88,3.64,3.64,0.866
3.84,7.68,3.12,3.12,0.798
3.24,6.48,3.48,3.48,0.828
1.64,3.28,3.8,3.8,0.856
1.12,2.24,3.4,3.4,0.842
1.8,3.6,4.0,4.0,0.849
1.96,3.92,3.24,3.24,0.852
0.88,1.76,3.2,3.2,0.818
0.56,1.12,3.76,3.76,0.72
3.04,6.08,3.28,3.28,0.829
0.08,0.16,3.36,3.36,0.334
1.36,2.72,3.6,3.6,0.826
0.84,1.68,3.96,3.96,0.768
2.76,5.52,3.08,3.08,0.842
1.8,3.6,3.04,3.04,0.861
3.8,7.6,3.88,3.88,0.84
2.72,5.44,3.84,3.84,0.883
2.2,4.4,3.44,3.44,0.871
3.56,7.12,3.68,3.68,0.846
3.88,7.76,3.12,3.12,0.77
0.32,0.64,3.56,3.56,0.628
1.68,3.36,3.8,3.8,0.844
2.48,4.96,3.64,3.64,0.88
1.16,2.32,3.4,3.4,0.846
3.28,6.56,3.48,3.48,0.842
1.84,3.68,4.0,4.0,0.877
2.0,4.0,3.24,3.24,0.866
0.92,1.84,3.2,3.2,0.805
0.6,1.2,3.76,3.76,0.724
3.08,6.16,3.28,3.28,0.853
0.12,0.24,3.36,3.36,0.391
1.4,2.8,3.6,3.6,0.841
0.88,1.76,3.96,3.96,0.771
2.8,5.6,3.08,3.08,0.84
1.84,3.68,3.04,3.04,0.846
3.84,7.68,3.88,3.88,0.833
2.76,5.52,3.84,3.84,0.864
2.24,4.48,3.44,3.44,0.862
3.92,7.84,3.12,3.12,0.77
3.6,7.2,3.68,3.68,0.852
0.36,0.72,3.56,3.56,0.632
3.32,6.64,3.48,3.48,0.816
1.72,3.44,3.8,3.8,0.853
2.52,5.04,3.64,3.64,0.854
1.2,2.4,3.4,3.4,0.827
1.88,3.76,4.0,4.0,0.878
0.96,1.92,3.2,3.2,0.838
2.04,4.08,3.24,3.24,0.866
3.12,6.24,3.28,3.28,0.839
0.64,1.28,3.76,3.76,0.726
0.16,0.32,3.36,3.36,0.463
0.92,1.84,3.96,3.96,0.79
1.44,2.88,3.6,3.6,0.845
2.84,5.68,3.08,3.08,0.841
1.88,3.76,3.04,3.04,0.876
3.88,7.76,3.88,3.88,0.832
2.8,5.6,3.84,3.84,0.859
3.96,7.92,3.12,3.12,0.768
2.28,4.56,3.44,3.44,0.864
3.36,6.72,3.48,3.48,0.84
0.4,0.8,3.56,3.56,0.632
2.56,5.12,3.64,3.64,0.869
3.64,7.28,3.68,3.68,0.86
1.76,3.52,3.8,3.8,0.865
1.24,2.48,3.4,3.4,0.846
1.92,3.84,4.0,4.0,0.857
3.16,6.32,3.28,3.28,0.826
0.68,1.36,3.76,3.76,0.736
2.08,4.16,3.24,3.24,0.877
1.0,2.0,3.2,3.2,0.83
0.2,0.4,3.36,3.36,0.514
0.96,1.92,3.96,3.96,0.797
1.48,2.96,3.6,3.6,0.851
2.88,5.76,3.08,3.08,0.816
1.92,3.84,3.04,3.04,0.884
2.84,5.68,3.84,3.84,0.872
3.92,7.84,3.88,3.88,0.84
4.0,8.0,3.12,3.12,0.746
0.44,0.88,3.56,3.56,0.701
2.32,4.64,3.44,3.44,0.877
3.4,6.8,3.48,3.48,0.816
3.68,7.36,3.68,3.68,0.82
2.6,5.2,3.64,3.64,0.859
1.28,2.56,3.4,3.4,0.843
1.8,3.6,3.8,3.8,0.87
1.96,3.92,4.0,4.0,0.875
0.72,1.44,3.76,3.76,0.771
2.12,4.24,3.24,3.24,0.874
1.04,2.08,3.2,3.2,0.832
3.2,6.4,3.28,3.28,0.822
0.24,0.48,3.36,3.36,0.557
1.52,3.04,3.6,3.6,0.866
2.92,5.84,3.08,3.08,0.839
1.0,2.0,3.96,3.96,0.817
1.96,3.92,3.04,3.04,0.871
2.88,5.76,3.84,3.84,0.872
3.96,7.92,3.88,3.88,0.835
0.0,0.0,3.16,3.16,0.219
2.36,4.72,3.44,3.44,0.846
0.48,0.96,3.56,3.56,0.693
3.44,6.88,3.48,3.48,0.856
1.32,2.64,3.4,3.4,0.84
3.72,7.44,3.68,3.68,0.826
2.64,5.28,3.64,3.64,0.868
1.84,3.68,3.8,3.8,0.872
2.0,4.0,4.0,4.0,0.866
2.16,4.32,3.24,3.24,0.849
0.76,1.52,3.76,3.76,0.755
1.08,2.16,3.2,3.2,0.817
0.28,0.56,3.36,3.36,0.608
3.24,6.48,3.28,3.28,0.841
1.56,3.12,3.6,3.6,0.86
2.0,4.0,3.04,3.04,0.858
2.96,5.92,3.08,3.08,0.825
1.04,2.08,3.96,3.96,0.793
2.92,5.84,3.84,3.84,0.849
4.0,8.0,3.88,3.88,0.823
1.36,2.72,3.4,3.4,0.846
0.04,0.08,3.16,3.16,0.257
2.4,4.8,3.44,3.44,0.875
0.52,1.04,3.56,3.56,0.733
2.68,5.36,3.64,3.64,0.859
3.76,7.52,3.68,3.68,0.798
3.48,6.96,3.48,3.48,0.819
1.88,3.76,3.8,3.8,0.863
2.04,4.08,4.0,4.0,0.855
2.2,4.4,3.24,3.24,0.848
1.12,2.24,3.2,3.2,0.84
0.8,1.6,3.76,3.76,0.768
3.28,6.56,3.28,3.28,0.821
0.32,0.64,3.36,3.36,0.609
1.6,3.2,3.6,3.6,0.861
2.04,4.08,3.04,3.04,0.878
3.0,6.0,3.08,3.08,0.821
1.08,2.16,3.96,3.96,0.809
2.96,5.92,3.84,3.84,0.853
0.0,0.0,3.92,3.92,0.221
0.56,1.12,3.56,3.56,0.714
1.4,2.8,3.4,3.4,0.837
0.08,0.16,3.16,3.16,0.347
2.44,4.88,3.44,3.44,0.88
2.72,5.44,3.64,3.64,0.875
3.52,7.04,3.48,3.48,0.819
3.8,7.6,3.68,3.68,0.801
1.92,3.84,3.8,3.8,0.85
2.08,4.16,4.0,4.0,0.863
2.24,4.48,3.24,3.24,0.866
3.0,6.0,3.84,3.84,0.848
1.16,2.32,3.2,3.2,0.861
0.84,1.68,3.76,3.76,0.79
3.32,6.64,3.28,3.28,0.79
2.08,4.16,3.04,3.04,0.876
3.04,6.08,3.08,3.08,0.826
1.64,3.28,3.6,3.6,0.85
0.36,0.72,3.36,3.36,0.644
1.12,2.24,3.96,3.96,0.802
0.04,0.08,3.92,3.92,0.239
1.44,2.88,3.4,3.4,0.861
0.12,0.24,3.16,3.16,0.376
0.6,1.2,3.56,3.56,0.753
2.48,4.96,3.44,3.44,0.876
3.84,7.68,3.68,3.68,0.823
3.56,7.12,3.48,3.48,0.821
2.76,5.52,3.64,3.64,0.869
1.96,3.92,3.8,3.8,0.86
2.12,4.24,4.0,4.0,0.846
3.04,6.08,3.84,3.84,0.839
2.28,4.56,3.24,3.24,0.879
0.88,1.76,3.76,3.76,0.8
1.2,2.4,3.2,3.2,0.844
3.36,6.72,3.28,3.28,0.83
1.68,3.36,3.6,3.6,0.866
2.12,4.24,3.04,3.04,0.864
3.08,6.16,3.08,3.08,0.841
0.4,0.8,3.36,3.36,0.657
1.16,2.32,3.96,3.96,0.817
0.08,0.16,3.92,3.92,0.295
1.48,2.96,3.4,3.4,0.855
2.52,5.04,3.44,3.44,0.867
0.16,0.32,3.16,3.16,0.48
0.64,1.28,3.56,3.56,0.753
3.6,7.2,3.48,3.48,0.815
3.88,7.76,3.68,3.68,0.813
2.8,5.6,3.64,3.64,0.875
2.0,4.0,3.8,3.8,0.866
2.32,4.64,3.24,3.24,0.877
3.08,6.16,3.84,3.84,0.856
2.16,4.32,4.0,4.0,0.885
0.92,1.84,3.76,3.76,0.819
3.4,6.8,3.28,3.28,0.798
1.24,2.48,3.2,3.2,0.84
3.12,6.24,3.08,3.08,0.831
2.16,4.32,3.04,3.04,0.851
1.72,3.44,3.6,3.6,0.849
0.44,0.88,3.36,3.36,0.701
1.2,2.4,3.96,3.96,0.82
0.12,0.24,3.92,3.92,0.35
0.68,1.36,3.56,3.56,0.759
1.52,3.04,3.4,3.4,0.87
0.2,0.4,3.16,3.16,0.539
2.56,5.12,3.44,3.44,0.852
3.64,7.28,3.48,3.48,0.828
3.92,7.84,3.68,3.68,0.831
2.84,5.68,3.64,3.64,0.854
2.04,4.08,3.8,3.8,0.882
2.36,4.72,3.24,3.24,0.872
2.2,4.4,4.0,4.0,0.873
3.12,6.24,3.84,3.84,0.844
0.96,1.92,3.76,3.76,0.809
1.28,2.56,3.2,3.2,0.843
3.44,6.88,3.28,3.28,0.814
2.2,4.4,3.04,3.04,0.849
3.16,6.32,3.08,3.08,0.827
1.76,3.52,3.6,3.6,0.857
0.48,0.96,3.36,3.36,0.703
1.24,2.48,3.96,3.96,0.836
0.72,1.44,3.56,3.56,0.779
0.16,0.32,3.92,3.92,0.438
1.56,3.12,3.4,3.4,0.881
0.24,0.48,3.16,3.16,0.6
2.6,5.2,3.44,3.44,0.885
3.68,7.36,3.48,3.48,0.823
3.96,7.92,3.68,3.68,0.819
2.4,4.8,3.24,3.24,0.858
2.88,5.76,3.64,3.64,0.866
2.08,4.16,3.8,3.8,0.874
2.24,4.48,4.0,4.0,0.878
3.16,6.32,3.84,3.84,0.856
1.0,2.0,3.76,3.76,0.798
1.32,2.64,3.2,3.2,0.85
3.48,6.96,3.28,3.28,0.828
2.24,4.48,3.04,3.04,0.854
3.2,6.4,3.08,3.08,0.791
0.52,1.04,3.36,3.36,0.722
1.8,3.6,3.6,3.6,0.864
1.28,2.56,3.96,3.96,0.86
0.2,0.4,3.92,3.92,0.479
0.76,1.52,3.56,3.56,0.782
1.6,3.2,3.4,3.4,0.857
2.64,5.28,3.44,3.44,0.865
0.28,0.56,3.16,3.16,0.601
4.0,8.0,3.68,3.68,0.813
2.44,4.88,3.24,3.24,0.865
3.72,7.44,3.48,3.48,0.832
2.12,4.24,3.8,3.8,0.862
2.92,5.84,3.64,3.64,0.845
2.28,4.56,4.0,4.0,0.862
1.04,2.08,3.76,3.76,0.802
1.36,2.72,3.2,3.2,0.843
3.2,6.4,3.84,3.84,0.86
2.28,4.56,3.04,3.04,0.862
3.52,7.04,3.28,3.28,0.815
3.24,6.48,3.08,3.08,0.813
1.84,3.68,3.6,3.6,0.859
0.56,1.12,3.36,3.36,0.75
1.32,2.64,3.96,3.96,0.83
0.8,1.6,3.56,3.56,0.775
0.24,0.48,3.92,3.92,0.524
1.64,3.28,3.4,3.4,0.855
0.0,0.0,3.72,3.72,0.205
3.76,7.52,3.48,3.48,0.807
2.48,4.96,3.24,3.24,0.852
0.32,0.64,3.16,3.16,0.643
2.68,5.36,3.44,3.44,0.857
2.16,4.32,3.8,3.8,0.874
2.32,4.64,4.0,4.0,0.858
2.96,5.92,3.64,3.64,0.853
1.08,2.16,3.76,3.76,0.807
3.24,6.48,3.84,3.84,0.867
1.4,2.8,3.2,3.2,0.833
2.32,4.64,3.04,3.04,0.854
3.56,7.12,3.28,3.28,0.792
3.28,6.56,3.08,3.08,0.787
1.88,3.76,3.6,3.6,0.878
1.36,2.72,3.96,3.96,0.84
0.6,1.2,3.36,3.36,0.746
0.84,1.68,3.56,3.56,0.803
0.28,0.56,3.92,3.92,0.548
1.68,3.36,3.4,3.4,0.865
3.8,7.6,3.48,3.48,0.778
0.04,0.08,3.72,3.72,0.262
2.52,5.04,3.24,3.24,0.848
0.36,0.72,3.16,3.16,0.684
2.2,4.4,3.8,3.8,0.857
2.72,5.44,3.44,3.44,0.849
2.36,4.72,4.0,4.0,0.881
3.0,6.0,3.64,3.64,0.839
3.28,6.56,3.84,3.84,0.859
1.44,2.88,3.2,3.2,0.852
1.12,2.24,3.76,3.76,0.818
2.36,4.72,3.04,3.04,0.845
3.6,7.2,3.28,3.28,0.787
0.64,1.28,3.36,3.36,0.752
3.32,6.64,3.08,3.08,0.794
1.92,3.84,3.6,3.6,0.859
1.4,2.8,3.96,3.96,0.856
0.88,1.76,3.56,3.56,0.796
1.72,3.44,3.4,3.4,0.858
0.32,0.64,3.92,3.92,0.604
3.84,7.68,3.48,3.48,0.819
0.4,0.8,3.16,3.16,0.68
0.08,0.16,3.72,3.72,0.31
2.24,4.48,3.8,3.8,0.86
2.56,5.12,3.24,3.24,0.856
2.76,5.52,3.44,3.44,0.855
2.4,4.8,4.0,4.0,0.875
3.04,6.08,3.64,3.64,0.85
1.48,2.96,3.2,3.2,0.849
3.32,6.64,3.84,3.84,0.862
1.16,2.32,3.76,3.76,0.816
2.4,4.8,3.04,3.04,0.867
3.64,7.28,3.28,3.28,0.798
0.68,1.36,3.36,3.36,0.748
1.44,2.88,3.96,3.96,0.828
3.36,6.72,3.08,3.08,0.834
1.96,3.92,3.6,3.6,0.865
1.76,3.52,3.4,3.4,0.873
0.92,1.84,3.56,3.56,0.777
0.36,0.72,3.92,3.92,0.628
0.44,0.88,3.16,3.16,0.731
2.28,4.56,3.8,3.8,0.869
2.6,5.2,3.24,3.24,0.87
3.88,7.76,3.48,3.48,0.803
0.12,0.24,3.72,3.72,0.398
2.8,5.6,3.44,3.44,0.868
2.44,4.88,4.0,4.0,0.892
3.08,6.16,3.64,3.64,0.856
1.52,3.04,3.2,3.2,0.884
3.36,6.72,3.84,3.84,0.848
1.2,2.4,3.76,3.76,0.806
2.44,4.88,3.04,3.04,0.86
0.72,1.44,3.36,3.36,0.789
3.68,7.36,3.28,3.28,0.804
2.0,4.0,3.6,3.6,0.85
1.48,2.96,3.96,3.96,0.841
3.4,6.8,3.08,3.08,0.812
0.96,1.92,3.56,3.56,0.796
1.8,3.6,3.4,3.4,0.871
0.4,0.8,3.92,3.92,0.637
2.32,4.64,3.8,3.8,0.881
0.48,0.96,3.16,3.16,0.716
2.64,5.28,3.24,3.24,0.852
2.84,5.68,3.44,3.44,0.865
0.16,0.32,3.72,3.72,0.457
3.92,7.84,3.48,3.48,0.79
2.48,4.96,4.0,4.0,0.855
3.12,6.24,3.64,3.64,0.86
1.56,3.12,3.2,3.2,0.854
3.4,6.8,3.84,3.84,0.854
1.24,2.48,3.76,3.76,0.845
2.48,4.96,3.04,3.04,0.861
0.76,1.52,3.36,3.36,0.792
3.72,7.44,3.28,3.28,0.803
1.52,3.04,3.96,3.96,0.84
1.0,2.0,3.56,3.56,0.804
2.04,4.08,3.6,3.6,0.895
3.44,6.88,3.08,3.08,0.808
1.84,3.68,3.4,3.4,0.873
0.44,0.88,3.92,3.92,0.642
2.36,4.72,3.8,3.8,0.866
2.88,5.76,3.44,3.44,0.84
0.52,1.04,3.16,3.16,0.73
2.68,5.36,3.24,3.24,0.847
0.2,0.4,3.72,3.72,0.464
3.96,7.92,3.48,3.48,0.791
2.52,5.04,4.0,4.0,0.869
3.16,6.32,3.64,3.64,0.84
3.44,6.88,3.84,3.84,0.861
1.6,3.2,3.2,3.2,0.851
2.52,5.04,3.04,3.04,0.857
1.28,2.56,3.76,3.76,0.838
0.8,1.6,3.36,3.36,0.793
3.76,7.52,3.28,3.28,0.787
1.56,3.12,3.96,3.96,0.832
1.04,2.08,3.56,3.56,0.811
1.88,3.76,3.4,3.4,0.884
3.48,6.96,3.08,3.08,0.78
2.08,4.16,3.6,3.6,0.903
0.48,0.96,3.92,3.92,0.697
2.92,5.84,3.44,3.44,0.853
2.72,5.44,3.24,3.24,0.839
2.4,4.8,3.8,3.8,0.871
0.56,1.12,3.16,3.16,0.734
0.24,0.48,3.72,3.72,0.518
4.0,8.0,3.48,3.48,0.812
3.2,6.4,3.64,3.64,0.865
2.56,5.12,4.0,4.0,0.869
3.48,6.96,3.84,3.84,0.852
2.56,5.12,3.04,3.04,0.863
1.64,3.28,3.2,3.2,0.886
0.84,1.68,3.36,3.36,0.815
1.32,2.64,3.76,3.76,0.852
3.8,7.6,3.28,3.28,0.788
1.6,3.2,3.96,3.96,0.856
1.08,2.16,3.56,3.56,0.817
1.92,3.84,3.4,3.4,0.855
3.52,7.04,3.08,3.08,0.771
2.12,4.24,3.6,3.6,0.88
0.52,1.04,3.92,3.92,0.695
2.96,5.92,3.44,3.44,0.853
2.76,5.52,3.24,3.24,0.852
2.44,4.88,3.8,3.8,0.864
0.6,1.2,3.16,3.16,0.762
0.0,0.0,3.52,3.52,0.201
0.28,0.56,3.72,3.72,0.539
3.24,6.48,3.64,3.64,0.843
2.6,5.2,4.0,4.0,0.89
1.68,3.36,3.2,3.2,0.885
2.6,5.2,3.04,3.04,0.843
3.52,7.04,3.84,3.84,0.841
1.36,2.72,3.76,3.76,0.837
0.88,1.76,3.36,3.36,0.803
3.84,7.68,3.28,3.28,0.788
1.96,3.92,3.4,3.4,0.869
1.12,2.24,3.56,3.56,0.823
1.64,3.28,3.96,3.96,0.845
3.56,7.12,3.08,3.08,0.77
2.16,4.32,3.6,3.6,0.883
2.8,5.6,3.24,3.24,0.836
0.56,1.12,3.92,3.92,0.712
2.48,4.96,3.8,3.8,0.878
3.0,6.0,3.44,3.44,0.851
0.64,1.28,3.16,3.16,0.779
0.04,0.08,3.52,3.52,0.281
0.32,0.64,3.72,3.72,0.6
3.28,6.56,3.64,3.64,0.85
2.64,5.28,4.0,4.0,0.86
3.56,7.12,3.84,3.84,0.836
2.64,5.28,3.04,3.04,0.839
1.72,3.44,3.2,3.2,0.874
1.4,2.8,3.76,3.76,0.836
0.92,1.84,3.36,3.36,0.812
3.88,7.76,3.28,3.28,0.777
2.0,4.0,3.4,3.4,0.868
1.16,2.32,3.56,3.56,0.836
1.68,3.36,3.96,3.96,0.867
3.6,7.2,3.08,3.08,0.782
2.84,5.68,3.24,3.24,0.874
2.2,4.4,3.6,3.6,0.868
0.6,1.2,3.92,3.92,0.726
2.52,5.04,3.8,3.8,0.875
3.04,6.08,3.44,3.44,0.835
0.68,1.36,3.16,3.16,0.785
3.32,6.64,3.64,3.64,0.842
0.36,0.72,3.72,3.72,0.617
0.08,0.16,3.52,3.52,0.36
2.68,5.36,4.0,4.0,0.859
3.6,7.2,3.84,3.84,0.841
1.44,2.88,3.76,3.76,0.84
0.96,1.92,3.36,3.36,0.813
1.76,3.52,3.2,3.2,0.868
2.68,5.36,3.04,3.04,0.859
3.92,7.84,3.28,3.28,0.771
2.04,4.08,3.4,3.4,0.846
2.88,5.76,3.24,3.24,0.844
1.2,2.4,3.56,3.56,0.834
3.64,7.28,3.08,3.08,0.755
2.24,4.48,3.6,3.6,0.889
2.56,5.12,3.8,3.8,0.879
1.72,3.44,3.96,3.96,0.865
0.72,1.44,3.16,3.16,0.789
3.08,6.16,3.44,3.44,0.84
0.64,1.28,3.92,3.92,0.729
3.36,6.72,3.64,3.64,0.812
0.4,0.8,3.72,3.72,0.669
2.72,5.44,4.0,4.0,0.869
0.12,0.24,3.52,3.52,0.386
3.64,7.28,3.84,3.84,0.823
1.48,2.96,3.76,3.76,0.838
1.8,3.6,3.2,3.2,0.869
2.72,5.44,3.04,3.04,0.856
1.0,2.0,3.36,3.36,0.816
3.96,7.92,3.28,3.28,0.753
1.24,2.48,3.56,3.56,0.843
2.08,4.16,3.4,3.4,0.86
2.6,5.2,3.8,3.8,0.868
3.68,7.36,3.08,3.08,0.764
0.76,1.52,3.16,3.16,0.808
2.28,4.56,3.6,3.6,0.882
2.92,5.84,3.24,3.24,0.832
1.76,3.52,3.96,3.96,0.867
3.12,6.24,3.44,3.44,0.854
0.68,1.36,3.92,3.92,0.738
3.4,6.8,3.64,3.64,0.857
0.44,0.88,3.72,3.72,0.686
2.76,5.52,4.0,4.0,0.855
0.16,0.32,3.52,3.52,0.44
3.68,7.36,3.84,3.84,0.811
1.52,3.04,3.76,3.76,0.861
2.76,5.52,3.04,3.04,0.843
1.84,3.68,3.2,3.2,0.833
1.04,2.08,3.36,3.36,0.799
4.0,8.0,3.28,3.28,0.778
2.12,4.24,3.4,3.4,0.851
1.28,2.56,3.56,3.56,0.849
2.64,5.28,3.8,3.8,0.872
0.8,1.6,3.16,3.16,0.815
2.32,4.64,3.6,3.6,0.848
3.72,7.44,3.08,3.08,0.775
2.96,5.92,3.24,3.24,0.832
3.16,6.32,3.44,3.44,0.836
1.8,3.6,3.96,3.96,0.87
3.44,6.88,3.64,3.64,0.843
0.72,1.44,3.92,3.92,0.76
0.48,0.96,3.72,3.72,0.679
3.72,7.44,3.84,3.84,0.836
0.2,0.4,3.52,3.52,0.5
2.8,5.6,4.0,4.0,0.843
1.56,3.12,3.76,3.76,0.855
1.88,3.76,3.2,3.2,0.88
1.08,2.16,3.36,3.36,0.835
2.8,5.6,3.04,3.04,0.834
0.0,0.0,3.32,3.32,0.211
1.32,2.64,3.56,3.56,0.856
2.16,4.32,3.4,3.4,0.88
2.36,4.72,3.6,3.6,0.861
2.68,5.36,3.8,3.8,0.866
0.84,1.68,3.16,3.16,0.806
3.76,7.52,3.08,3.08,0.759
3.0,6.0,3.24,3.24,0.834
1.84,3.68,3.96,3.96,0.844
3.2,6.4,3.44,3.44,0.844
3.48,6.96,3.64,3.64,0.843
0.76,1.52,3.92,3.92,0.775
0.52,1.04,3.72,3.72,0.694
3.76,7.52,3.84,3.84,0.807
2.84,5.68,4.0,4.0,0.848
0.24,0.48,3.52,3.52,0.554
1.6,3.2,3.76,3.76,0.863
2.84,5.68,3.04,3.04,0.83
1.92,3.84,3.2,3.2,0.865
1.12,2.24,3.36,3.36,0.845
0.04,0.08,3.32,3.32,0.266
1.36,2.72,3.56,3.56,0.864
2.2,4.4,3.4,3.4,0.874
2.4,4.8,3.6,3.6,0.863
0.88,1.76,3.16,3.16,0.805
2.72,5.44,3.8,3.8,0.877
3.04,6.08,3.24,3.24,0.832
3.8,7.6,3.08,3.08,0.781
1.88,3.76,3.96,3.96,0.86
3.24,6.48,3.44,3.44,0.824
0.8,1.6,3.92,3.92,0.771
3.52,7.04,3.64,3.64,0.838
0.56,1.12,3.72,3.72,0.69
3.8,7.6,3.84,3.84,0.801
0.28,0.56,3.52,3.52,0.567
2.88,5.76,4.0,4.0,0.868
1.64,3.28,3.76,3.76,0.863
2.88,5.76,3.04,3.04,0.83
1.96,3.92,3.2,3.2,0.864
1.16,2.32,3.36,3.36,0.829
2.24,4.48,3.4,3.4,0.863
0.08,0.16,3.32,3.32,0.318
2.44,4.88,3.6,3.6,0.863
0.92,1.84,3.16,3.16,0.809
1.4,2.8,3.56,3.56,0.844
2.76,5.52,3.8,3.8,0.881
3.84,7.68,3.08,3.08,0.762
3.08,6.16,3.24,3.24,0.814
1.92,3.84,3.96,3.96,0.885
3.28,6.56,3.44,3.44,0.833
0.84,1.68,3.92,3.92,0.8
3.56,7.12,3.64,3.64,0.837
0.6,1.2,3.72,3.72,0.729
3.84,7.68,3.84,3.84,0.829
0.32,0.64,3.52,3.52,0.638
2.92,5.84,4.0,4.0,0.853
2.92,5.84,3.04,3.04,0.828
2.0,4.0,3.2,3.2,0.879
1.68,3.36,3.76,3.76,0.85
1.2,2.4,3.36,3.36,0.847
2.28,4.56,3.4,3.4,0.852
0.12,0.24,3.32,3.32,0.402
1.44,2.88,3.56,3.56,0.865
0.96,1.92,3.16,3.16,0.827
